"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","sonaID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"1941","32","text","0","1944","0.0-0.0","","21065","1479319701274","","","","","","","","","","","","","",""
"1288","32","text","1","3541","0.0-1.0","","21065","1479319701274","","","","","","","","","","","","","",""
"1471","32","text","2","5316","0.0-2.0","","21065","1479319701274","","","","","","","","","","","","","",""
"57148","32","text","3","62769","0.0-3.0","","21065","1479319701274","","","","","","","","","","","","","",""
"369","32","text","4","63441","0.0-4.0","","21065","1479319701274","","","","","","","","","","","","","",""
"1094","32","text","5","64840","0.0-5.0","","21065","1479319701274","","","","","","","","","","","","","",""
"4490","","singlestim-multislider","6","69643","0.0-6.0-0.0","","21065","1479319701274","0","100","0","","","","","","","","","","",""
"56096","","survey-text","7","126046","0.0-7.0","","21065","1479319701274","","","","{""Q0"":""B. there is no way there would be this continuity if the matchmaker was pairing people based off of solely looks.""}","<b>INSTRUCTIONS</b> (5 of 6)<br>Consider the complete responses for these two people that were matched together below. They gave opposite answers almost every time!<br><br><table style=""border: 2px solid black; border-spacing: 0px 1px;""><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person A</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td></tr><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person B</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td></tr></table><br>According to what you just read, were these people more likely to have been matched by the computer algorithm or the professional matchmaker?<br><br> A) equally likey <br> B) computer algorithm <br> C) professional matchmaker <br><br> Please enter A, B, or C below and briefly explain your choice:","","","","","","","","",""
"2779","","survey-multi-choice","8","129134","0.0-8.0","","21065","1479319701274","","","","{""Q0"":""agree""}","","","","","","","","","",""
"68012","","singlestim-multislider","9","197456","0.0-9.0-39.0","","21065","1479319701274","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
