"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":7707},{""page_index"":1,""viewing_time"":2572},{""page_index"":2,""viewing_time"":6828}]","17107","instructions","0","17108","0.0-0.0","38102","1539197975178","","","","","","","","","","",""
"","57217","darkroom","1","74328","0.0-1.0-0.0","38102","1539197975178","[""clickable-R0-X4-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X4-Y4"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y4"",""clickable-R0-X1-Y3"",""clickable-R1-X2-Y1"",""clickable-R0-X6-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X2-Y6"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y4"",""clickable-R1-X5-Y6"",""clickable-R1-X2-Y5"",""clickable-R1-X1-Y4"",""clickable-R1-X0-Y2"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X5-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X2-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y2"",""clickable-R1-X0-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y2"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y2"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X2-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X5-Y4"",""clickable-R1-X6-Y5"",""clickable-R1-X5-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y1""]","true","[1,1]","[1,1]","8","8","1","200000","5000","1000","2"
"","47262","darkroom","2","121592","0.0-1.0-1.0","38102","1539197975178","[""clickable-R0-X4-Y2"",""clickable-R0-X0-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X6-Y4"",""clickable-R1-X3-Y3"",""clickable-R1-X1-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X1-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y4"",""clickable-R1-X1-Y5"",""clickable-R1-X2-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X3-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y7"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y3""]","true","[3,6]","[3,5]","8","8","1","200000","5000","1000","2"
"","36663","darkroom","3","158256","0.0-1.0-2.0","38102","1539197975178","[""clickable-R0-X0-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y0"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y1"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y1"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X5-Y6"",""clickable-R1-X5-Y5"",""clickable-R1-X3-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y5"",""clickable-R1-X2-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y7""]","false","[6,7]","[1,5]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":1215},{""page_index"":1,""viewing_time"":1909},{""page_index"":2,""viewing_time"":3390},{""page_index"":3,""viewing_time"":1027},{""page_index"":4,""viewing_time"":2146},{""page_index"":5,""viewing_time"":3138}]","12825","instructions","4","171082","0.0-2.0","38102","1539197975178","","","","","","","","","","",""
"","10888","darkroom","5","181972","0.0-3.0-0.0","38102","1539197975178","[""clickable-R0-X4-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y4""]","true","[2,4]","[2,3]","8","8","1","200000","5000","1000","2"
"","14146","darkroom","6","196120","0.0-3.0-1.0","38102","1539197975178","[""clickable-R0-X5-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X0-Y4"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y1""]","true","[2,1]","[2,1]","8","8","1","200000","5000","1000","2"
"","7822","darkroom","7","203943","0.0-3.0-2.0","38102","1539197975178","[""clickable-R0-X4-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y2""]","false","[3,2]","[6,3]","8","8","1","200000","5000","1000","2"
"","22363","darkroom","8","226308","0.0-3.0-3.0","38102","1539197975178","[""clickable-R0-X2-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X7-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X4-Y7""]","true","[4,7]","[3,7]","8","8","1","200000","5000","1000","2"
"","27305","darkroom","9","253614","0.0-3.0-4.0","38102","1539197975178","[""clickable-R0-X5-Y5"",""clickable-R0-X3-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y6"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X5-Y0""]","false","[3,5]","[7,4]","8","8","1","200000","5000","1000","2"
