"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":3436},{""page_index"":1,""viewing_time"":35818},{""page_index"":2,""viewing_time"":4844}]","44099","instructions","0","44101","0.0-0.0","38716","1539205545165","","","","","","","","","","",""
"","51806","darkroom","1","95912","0.0-1.0-0.0","38716","1539205545165","[""clickable-R0-X4-Y3"",""clickable-R0-X4-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y4"",""clickable-R0-X3-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y5"",""clickable-R1-X3-Y3"",""clickable-R1-X2-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X5-Y5"",""clickable-R1-X5-Y4"",""clickable-R1-X3-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y5"",""clickable-R1-X3-Y4"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X5-Y2"",""clickable-R1-X5-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y1"",""clickable-R1-X5-Y1"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X2-Y5"",""clickable-R1-X1-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y5"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1""]","true","[2,6]","[2,7]","8","8","1","200000","5000","1000","2"
"","39112","darkroom","2","135028","0.0-1.0-1.0","38716","1539205545165","[""clickable-R0-X7-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X5-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y6"",""clickable-R1-X2-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X5-Y6"",""clickable-R1-X5-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y4"",""clickable-R1-X6-Y5"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X5-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y6"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X5-Y4""]","true","[4,0]","[5,1]","8","8","1","200000","5000","1000","2"
"","13105","darkroom","3","148136","0.0-1.0-2.0","38716","1539205545165","[""clickable-R0-X5-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y2"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y4""]","false","[7,4]","[0,3]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":1556},{""page_index"":1,""viewing_time"":24728},{""page_index"":2,""viewing_time"":11010},{""page_index"":3,""viewing_time"":8450},{""page_index"":4,""viewing_time"":14288},{""page_index"":5,""viewing_time"":6279}]","66311","instructions","4","214448","0.0-2.0","38716","1539205545165","","","","","","","","","","",""
"","17167","darkroom","5","231617","0.0-3.0-0.0","38716","1539205545165","[""clickable-R0-X4-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X4-Y5"",""clickable-R1-X1-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X5-Y5"",""clickable-R1-X5-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X2-Y2"",""clickable-R1-X1-Y2"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X4-Y7"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y6""]","true","[5,6]","[4,6]","8","8","1","200000","5000","1000","2"
"","35477","darkroom","6","267097","0.0-3.0-1.0","38716","1539205545165","[""clickable-R0-X3-Y5"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y2"",""clickable-R0-X3-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y3"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X4-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X5-Y3"",""clickable-R1-X5-Y4"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X5-Y7"",""clickable-R0-X0-Y5"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y6""]","true","[6,1]","[6,1]","8","8","1","200000","5000","1000","2"
"","33189","darkroom","7","300288","0.0-3.0-2.0","38716","1539205545165","[""clickable-R0-X5-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X1-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X5-Y3"",""clickable-R1-X5-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X3-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y4""]","true","[0,4]","[0,4]","8","8","1","200000","5000","1000","2"
"","15637","darkroom","8","315928","0.0-3.0-3.0","38716","1539205545165","[""clickable-R0-X3-Y3"",""clickable-R0-X3-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y1""]","true","[6,1]","[6,1]","8","8","1","200000","5000","1000","2"
"","15465","darkroom","9","331396","0.0-3.0-4.0","38716","1539205545165","[""clickable-R0-X5-Y5"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y1""]","true","[0,1]","[1,2]","8","8","1","200000","5000","1000","2"
