"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":5847},{""page_index"":1,""viewing_time"":6097},{""page_index"":2,""viewing_time"":2734}]","14679","instructions","0","14680","0.0-0.0","36520","1539739398116","","","","","","","","","","",""
"","109676","darkroom","1","124358","0.0-1.0-0.0","36520","1539739398116","[""clickable-R0-X2-Y3"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X3-Y3"",""clickable-R1-X2-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X7-Y1"",""clickable-R1-X0-Y0"",""clickable-R0-X6-Y7"",""clickable-R0-X0-Y0"",""clickable-R0-X0-Y7"",""clickable-R0-X5-Y5"",""clickable-R0-X0-Y4"",""clickable-R1-X1-Y6"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y3"",""clickable-R1-X1-Y2"",""clickable-R1-X0-Y4"",""clickable-R1-X3-Y4"",""clickable-R1-X6-Y7"",""clickable-R1-X4-Y7"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y5"",""clickable-R0-X3-Y0"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X4-Y3"",""clickable-R1-X3-Y0"",""clickable-R1-X2-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y2"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y7"",""clickable-R1-X7-Y5"",""clickable-R1-X2-Y7"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y4"",""clickable-R1-X2-Y5"",""clickable-R1-X0-Y5"",""clickable-R0-X3-Y2"",""clickable-R0-X5-Y7"",""clickable-R0-X1-Y4"",""clickable-R1-X6-Y0"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y7"",""clickable-R0-X4-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X2-Y5"",""clickable-R1-X3-Y6"",""clickable-R0-X0-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X1-Y7"",""clickable-R1-X1-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y5""]","true","[5,4]","[5,4]","8","8","1","200000","5000","1000","2"
"","46064","darkroom","2","170424","0.0-1.0-1.0","36520","1539739398116","[""clickable-R1-X4-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y2"",""clickable-R1-X3-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X1-Y3"",""clickable-R1-X1-Y5"",""clickable-R1-X0-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X6-Y5"",""clickable-R1-X7-Y2"",""clickable-R1-X6-Y1"",""clickable-R1-X3-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y6"",""clickable-R1-X5-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X7-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X7-Y5"",""clickable-R0-X2-Y1"",""clickable-R1-X2-Y6"",""clickable-R1-X6-Y0"",""clickable-R1-X0-Y0"",""clickable-R0-X3-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X4-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y2""]","true","[0,2]","[0,1]","8","8","1","200000","5000","1000","2"
"","30686","darkroom","3","201111","0.0-1.0-2.0","36520","1539739398116","[""clickable-R0-X2-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y2"",""clickable-R0-X3-Y0"",""clickable-R0-X1-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y7"",""clickable-R1-X0-Y7"",""clickable-R1-X4-Y2"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y5"",""clickable-R1-X6-Y5"",""clickable-R1-X1-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X5-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y4"",""clickable-R1-X3-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y3"",""clickable-R0-X5-Y4"",""clickable-R1-X4-Y4"",""clickable-R1-X6-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y0""]","false","[1,0]","[1,6]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":3367},{""page_index"":1,""viewing_time"":9266},{""page_index"":2,""viewing_time"":7975},{""page_index"":3,""viewing_time"":6162},{""page_index"":4,""viewing_time"":5158},{""page_index"":5,""viewing_time"":3400}]","35329","instructions","4","236441","0.0-2.0","36520","1539739398116","","","","","","","","","","",""
"","37810","darkroom","5","274253","0.0-3.0-0.0","36520","1539739398116","[""clickable-R0-X2-Y2"",""clickable-R0-X6-Y4"",""clickable-R1-X1-Y1"",""clickable-R1-X5-Y4"",""clickable-R1-X1-Y6"",""clickable-R1-X6-Y7"",""clickable-R1-X6-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X3-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X7-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y7"",""clickable-R1-X7-Y4"",""clickable-R1-X3-Y0"",""clickable-R1-X3-Y6"",""clickable-R1-X0-Y2"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y3"",""clickable-R1-X4-Y7"",""clickable-R1-X3-Y7"",""clickable-R0-X4-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y0"",""clickable-R0-X4-Y0""]","true","[4,0]","[4,0]","8","8","1","200000","5000","1000","2"
"","9930","darkroom","6","284184","0.0-3.0-1.0","36520","1539739398116","[""clickable-R0-X3-Y2"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X5-Y0""]","true","[5,0]","[4,0]","8","8","1","200000","5000","1000","2"
"","14520","darkroom","7","298705","0.0-3.0-2.0","36520","1539739398116","[""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X0-Y1"",""clickable-R0-X7-Y3"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X6-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y6""]","true","[6,6]","[6,5]","8","8","1","200000","5000","1000","2"
"","24078","darkroom","8","322785","0.0-3.0-3.0","36520","1539739398116","[""clickable-R0-X1-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X3-Y5"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X6-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X2-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y3""]","true","[7,3]","[7,3]","8","8","1","200000","5000","1000","2"
"","13431","darkroom","9","336219","0.0-3.0-4.0","36520","1539739398116","[""clickable-R0-X4-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X1-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y1"",""clickable-R0-X3-Y0"",""clickable-R0-X0-Y0"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y1""]","false","[1,1]","[0,2]","8","8","1","200000","5000","1000","2"
