"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":2178},{""page_index"":1,""viewing_time"":10673},{""page_index"":2,""viewing_time"":6810}]","19661","instructions","0","19669","0.0-0.0","37101","1539211672681","","","","","","","","","","",""
"","40499","darkroom","1","60172","0.0-1.0-0.0","37101","1539211672681","[""clickable-R0-X4-Y2"",""clickable-R0-X2-Y4"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y3"",""clickable-R1-X0-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y4"",""clickable-R1-X5-Y4"",""clickable-R1-X6-Y4"",""clickable-R1-X7-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X0-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y1""]","true","[0,1]","[0,1]","8","8","1","200000","5000","1000","2"
"","73009","darkroom","2","133184","0.0-1.0-1.0","37101","1539211672681","[""clickable-R0-X7-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y2"",""clickable-R1-X3-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X6-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y5"",""clickable-R1-X3-Y6"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y6"",""clickable-R1-X2-Y6"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y4"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X1-Y2"",""clickable-R1-X0-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X2-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y1"",""clickable-R1-X6-Y3"",""clickable-R1-X4-Y7"",""clickable-R1-X2-Y7"",""clickable-R0-X3-Y6"",""clickable-R0-X3-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X4-Y1""]","true","[5,6]","[6,7]","8","8","1","200000","5000","1000","2"
"","48362","darkroom","3","181548","0.0-1.0-2.0","37101","1539211672681","[""clickable-R0-X0-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y1"",""clickable-R0-X1-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y7"",""clickable-R1-X0-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X7-Y6"",""clickable-R1-X6-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y5"",""clickable-R1-X5-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y5"",""clickable-R0-X2-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y2"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X4-Y4"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y3"",""clickable-R1-X2-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y3""]","false","[3,4]","[3,3]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":2773},{""page_index"":1,""viewing_time"":1432},{""page_index"":2,""viewing_time"":9250},{""page_index"":3,""viewing_time"":8737},{""page_index"":4,""viewing_time"":4433},{""page_index"":5,""viewing_time"":6653}]","33279","instructions","4","214828","0.0-2.0","37101","1539211672681","","","","","","","","","","",""
"","21819","darkroom","5","236650","0.0-3.0-0.0","37101","1539211672681","[""clickable-R1-X0-Y7"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y5"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X5-Y6"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y6""]","true","[6,6]","[6,6]","8","8","1","200000","5000","1000","2"
"","17002","darkroom","6","253653","0.0-3.0-1.0","37101","1539211672681","[""clickable-R1-X0-Y7"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y3"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X2-Y6""]","true","[2,6]","[2,7]","8","8","1","200000","5000","1000","2"
"","21608","darkroom","7","275264","0.0-3.0-2.0","37101","1539211672681","[""clickable-R1-X0-Y7"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y5"",""clickable-R1-X2-Y5"",""clickable-R1-X1-Y4"",""clickable-R1-X3-Y6"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X4-Y3"",""clickable-R1-X5-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y2"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y3""]","false","[6,3]","[6,2]","8","8","1","200000","5000","1000","2"
"","26972","darkroom","8","302238","0.0-3.0-3.0","37101","1539211672681","[""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X0-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X6-Y1"",""clickable-R1-X6-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X3-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X4-Y5"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y5"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X6-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y5""]","true","[5,5]","[6,5]","8","8","1","200000","5000","1000","2"
"","10092","darkroom","9","312332","0.0-3.0-4.0","37101","1539211672681","[""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y1""]","true","[4,1]","[4,0]","8","8","1","200000","5000","1000","2"
