"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":5388},{""page_index"":1,""viewing_time"":36085},{""page_index"":2,""viewing_time"":1930}]","43404","instructions","0","43406","0.0-0.0","35814","1539194987494","","","","","","","","","","",""
"","118394","darkroom","1","161809","0.0-1.0-0.0","35814","1539194987494","[""clickable-R1-X5-Y4"",""clickable-R1-X3-Y4"",""clickable-R1-X1-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y5"",""clickable-R1-X4-Y4"",""clickable-R1-X6-Y4"",""clickable-R1-X7-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X0-Y4"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X0-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X2-Y5"",""clickable-R1-X5-Y5"",""clickable-R1-X6-Y5"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y6"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y3"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y2"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y1"",""clickable-R1-X5-Y3""]","true","[6,5]","[5,6]","8","8","1","200000","5000","1000","2"
"","53774","darkroom","2","215591","0.0-1.0-1.0","35814","1539194987494","[""clickable-R1-X5-Y5"",""clickable-R1-X5-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X4-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X3-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y6"",""clickable-R1-X3-Y3"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y7"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y1""]","true","[6,1]","[7,0]","8","8","1","200000","5000","1000","2"
"","121994","darkroom","3","337590","0.0-1.0-2.0","35814","1539194987494","[""clickable-R1-X7-Y0"",""clickable-R1-X0-Y7"",""clickable-R1-X0-Y0"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X5-Y5"",""clickable-R1-X4-Y4"",""clickable-R1-X3-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X6-Y1"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y0"",""clickable-R0-X0-Y7"",""clickable-R0-X0-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X6-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y5""]","false","[3,5]","[6,3]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":5494},{""page_index"":1,""viewing_time"":13770},{""page_index"":2,""viewing_time"":8936},{""page_index"":3,""viewing_time"":18093},{""page_index"":4,""viewing_time"":11336},{""page_index"":5,""viewing_time"":7765}]","65395","instructions","4","402988","0.0-2.0","35814","1539194987494","","","","","","","","","","",""
"","49709","darkroom","5","452705","0.0-3.0-0.0","35814","1539194987494","[""clickable-R0-X3-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y6""]","true","[4,6]","[3,5]","8","8","1","200000","5000","1000","2"
"","18480","darkroom","6","471189","0.0-3.0-1.0","35814","1539194987494","[""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y5"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y2""]","true","[2,2]","[1,1]","8","8","1","200000","5000","1000","2"
"","24706","darkroom","7","495898","0.0-3.0-2.0","35814","1539194987494","[""clickable-R0-X3-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X6-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X3-Y7""]","true","[3,7]","[2,7]","8","8","1","200000","5000","1000","2"
"","24528","darkroom","8","520427","0.0-3.0-3.0","35814","1539194987494","[""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y1""]","true","[1,6]","[0,7]","8","8","1","200000","5000","1000","2"
"","4952","darkroom","9","525381","0.0-3.0-4.0","35814","1539194987494","[""clickable-R0-X5-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y7"",""clickable-R0-X3-Y7""]","true","[3,7]","[3,6]","8","8","1","200000","5000","1000","2"
"","19163","darkroom","10","544547","0.0-3.0-5.0","35814","1539194987494","[""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X6-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y7""]","true","[1,7]","[0,6]","8","8","1","200000","5000","1000","2"
"","9340","darkroom","11","553889","0.0-3.0-6.0","35814","1539194987494","[""clickable-R0-X3-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y5"",""clickable-R0-X1-Y3"",""clickable-R0-X4-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y6"",""clickable-R0-X0-Y6""]","false","[0,6]","[5,7]","8","8","1","200000","5000","1000","2"
