"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":2651},{""page_index"":1,""viewing_time"":35051},{""page_index"":2,""viewing_time"":5343}]","43045","instructions","0","43047","0.0-0.0","35664","1541377939847","","","","","","","","","","",""
"","53060","darkroom","1","96111","0.0-1.0-0.0","35664","1541377939847","[""clickable-R0-X2-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X2-Y6"",""clickable-R0-X4-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y1"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X3-Y7"",""clickable-R1-X3-Y6"",""clickable-R1-X3-Y1"",""clickable-R1-X3-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y1""]","true","[2,1]","[1,1]","8","8","1","200000","5000","1000","2"
"","18921","darkroom","2","115034","0.0-1.0-1.0","35664","1541377939847","[""clickable-R0-X6-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y6""]","true","[4,6]","[4,6]","8","8","1","200000","5000","1000","2"
"","23233","darkroom","3","138269","0.0-1.0-2.0","35664","1541377939847","[""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y4""]","false","[1,4]","[4,7]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":6544},{""page_index"":1,""viewing_time"":21562},{""page_index"":2,""viewing_time"":32342},{""page_index"":3,""viewing_time"":10496},{""page_index"":4,""viewing_time"":7858},{""page_index"":5,""viewing_time"":5384}]","84186","instructions","4","222455","0.0-2.0","35664","1541377939847","","","","","","","","","","",""
"","42149","darkroom","5","264606","0.0-3.0-0.0","35664","1541377939847","[""clickable-R0-X3-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y0"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y6"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y6"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y3"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y4""]","true","[2,4]","[3,3]","8","8","1","200000","5000","1000","2"
"","16757","darkroom","6","281366","0.0-3.0-1.0","35664","1541377939847","[""clickable-R0-X0-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X0-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y4"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y4""]","true","[0,4]","[0,3]","8","8","1","200000","5000","1000","2"
"","10442","darkroom","7","291809","0.0-3.0-2.0","35664","1541377939847","[""clickable-R0-X2-Y2"",""clickable-R0-X0-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X3-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X7-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y3""]","true","[4,3]","[3,3]","8","8","1","200000","5000","1000","2"
"","43483","darkroom","8","335295","0.0-3.0-3.0","35664","1541377939847","[""clickable-R0-X2-Y4"",""clickable-R0-X1-Y6"",""clickable-R0-X3-Y7"",""clickable-R0-X1-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X1-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y6"",""clickable-R0-X4-Y4"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X2-Y5"",""clickable-R0-X0-Y0"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y3"",""clickable-R1-X1-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X2-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X5-Y1"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y1""]","false","[4,1]","[6,2]","8","8","1","200000","5000","1000","2"
"","23919","darkroom","9","359215","0.0-3.0-4.0","35664","1541377939847","[""clickable-R0-X0-Y3"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X4-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y5"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X0-Y6"",""clickable-R0-X7-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y3""]","false","[3,3]","[7,6]","8","8","1","200000","5000","1000","2"
