"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":3634},{""page_index"":1,""viewing_time"":50610},{""page_index"":2,""viewing_time"":6499}]","60744","instructions","0","60745","0.0-0.0","36480","1539637173681","","","","","","","","","","",""
"","80136","darkroom","1","140884","0.0-1.0-0.0","36480","1539637173681","[""clickable-R0-X0-Y0"",""clickable-R0-X3-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X2-Y6"",""clickable-R1-X2-Y2"",""clickable-R0-X5-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X6-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X6-Y1"",""clickable-R1-X1-Y4"",""clickable-R1-X5-Y1"",""clickable-R1-X4-Y5"",""clickable-R1-X3-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R0-X6-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y1"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X5-Y6"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y3"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y5"",""clickable-R0-X7-Y6"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y1"",""clickable-R0-X0-Y2"",""clickable-R0-X2-Y1"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y3"",""clickable-R1-X0-Y2"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y0""]","true","[0,6]","[0,6]","8","8","1","200000","5000","1000","2"
"","52484","darkroom","2","193370","0.0-1.0-1.0","36480","1539637173681","[""clickable-R0-X5-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y3"",""clickable-R1-X2-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X0-Y0"",""clickable-R0-X6-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X1-Y2"",""clickable-R0-X4-Y0"",""clickable-R0-X4-Y2""]","true","[6,1]","[5,1]","8","8","1","200000","5000","1000","2"
"","72844","darkroom","3","266215","0.0-1.0-2.0","36480","1539637173681","[""clickable-R1-X7-Y0"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X5-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X4-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X1-Y1"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X1-Y0"",""clickable-R0-X7-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X3-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y5"",""clickable-R1-X5-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X0-Y7"",""clickable-R1-X0-Y3"",""clickable-R1-X1-Y2"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y1"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y3"",""clickable-R1-X6-Y5"",""clickable-R1-X6-Y6"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y4"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X5-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y5"",""clickable-R1-X3-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y6"",""clickable-R1-X0-Y6"",""clickable-R1-X3-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X4-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y1""]","false","[7,1]","[1,6]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":4866},{""page_index"":1,""viewing_time"":17822},{""page_index"":2,""viewing_time"":27808},{""page_index"":3,""viewing_time"":12191},{""page_index"":4,""viewing_time"":18607},{""page_index"":5,""viewing_time"":8392}]","89686","instructions","4","355902","0.0-2.0","36480","1539637173681","","","","","","","","","","",""
"","44837","darkroom","5","400741","0.0-3.0-0.0","36480","1539637173681","[""clickable-R1-X5-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y3"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y0"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X4-Y6"",""clickable-R1-X4-Y5"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y0"",""clickable-R1-X4-Y1"",""clickable-R1-X3-Y0"",""clickable-R1-X3-Y1"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X3-Y5"",""clickable-R1-X2-Y5"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y4"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X6-Y5"",""clickable-R1-X6-Y6"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y0"",""clickable-R1-X6-Y1"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y2"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y1"",""clickable-R1-X2-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y0""]","true","[1,0]","[2,0]","8","8","1","200000","5000","1000","2"
"","17778","darkroom","6","418520","0.0-3.0-1.0","36480","1539637173681","[""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X1-Y2"",""clickable-R1-X2-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X6-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y5"",""clickable-R1-X6-Y4"",""clickable-R1-X6-Y3"",""clickable-R1-X2-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y3""]","true","[1,3]","[1,3]","8","8","1","200000","5000","1000","2"
"","54434","darkroom","7","472955","0.0-3.0-2.0","36480","1539637173681","[""clickable-R1-X0-Y0"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X6-Y2"",""clickable-R1-X7-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y1"",""clickable-R1-X4-Y1"",""clickable-R1-X4-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y5"",""clickable-R1-X2-Y6"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y7"",""clickable-R1-X0-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X5-Y6"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X4-Y5"",""clickable-R1-X3-Y5"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X3-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X0-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X4-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y2""]","false","[7,0]","[3,6]","8","8","1","200000","5000","1000","2"
"","21044","darkroom","8","494000","0.0-3.0-3.0","36480","1539637173681","[""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y6"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X7-Y7"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y0"",""clickable-R1-X6-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y2""]","true","[0,2]","[1,1]","8","8","1","200000","5000","1000","2"
"","30284","darkroom","9","524286","0.0-3.0-4.0","36480","1539637173681","[""clickable-R1-X0-Y0"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X1-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y5"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X5-Y1"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X4-Y0""]","true","[4,0]","[4,1]","8","8","1","200000","5000","1000","2"
