"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":5357},{""page_index"":1,""viewing_time"":2101},{""page_index"":2,""viewing_time"":1430}]","8889","instructions","0","8889","0.0-0.0","38376","1541394931990","","","","","","","","","","",""
"","59920","darkroom","1","68812","0.0-1.0-0.0","38376","1541394931990","[""clickable-R1-X0-Y6"",""clickable-R0-X6-Y1"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y4"",""clickable-R1-X2-Y3"",""clickable-R1-X2-Y2"",""clickable-R0-X3-Y6"",""clickable-R1-X0-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R1-X2-Y6"",""clickable-R1-X3-Y2"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y3"",""clickable-R1-X3-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X3-Y1"",""clickable-R1-X5-Y2"",""clickable-R1-X6-Y3"",""clickable-R1-X6-Y4"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X3-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y4"",""clickable-R1-X2-Y5"",""clickable-R1-X3-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y5"",""clickable-R1-X7-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y2"",""clickable-R1-X5-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y5"",""clickable-R1-X1-Y5"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y3"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y1"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X3-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X5-Y0"",""clickable-R1-X4-Y1"",""clickable-R1-X6-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y2"",""clickable-R1-X7-Y5"",""clickable-R1-X7-Y6"",""clickable-R1-X7-Y7"",""clickable-R1-X5-Y5"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X3-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X6-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y7"",""clickable-R1-X0-Y7"",""clickable-R0-X6-Y7""]","true","[6,6]","[5,5]","8","8","1","200000","5000","1000","2"
"","6229","darkroom","2","75042","0.0-1.0-1.0","38376","1541394931990","[""clickable-R0-X0-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y1""]","true","[6,1]","[5,1]","8","8","1","200000","5000","1000","2"
"","31930","darkroom","3","106974","0.0-1.0-2.0","38376","1541394931990","[""clickable-R0-X0-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X1-Y1"",""clickable-R0-X0-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X6-Y2"",""clickable-R1-X6-Y4"",""clickable-R1-X6-Y5"",""clickable-R1-X3-Y5"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y1"",""clickable-R1-X3-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X0-Y2"",""clickable-R1-X0-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X1-Y4"",""clickable-R1-X1-Y5"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y7"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y4""]","false","[0,6]","[7,3]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":1388},{""page_index"":1,""viewing_time"":1494},{""page_index"":2,""viewing_time"":1366},{""page_index"":3,""viewing_time"":663},{""page_index"":4,""viewing_time"":751},{""page_index"":5,""viewing_time"":607}]","6270","instructions","4","113244","0.0-2.0","38376","1541394931990","","","","","","","","","","",""
"","22056","darkroom","5","135301","0.0-3.0-0.0","38376","1541394931990","[""clickable-R1-X0-Y6"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y0"",""clickable-R0-X5-Y0"",""clickable-R0-X0-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X6-Y5""]","true","[1,6]","[1,6]","8","8","1","200000","5000","1000","2"
"","36719","darkroom","6","172021","0.0-3.0-1.0","38376","1541394931990","[""clickable-R0-X5-Y6"",""clickable-R0-X5-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X3-Y2"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X4-Y3"",""clickable-R0-X5-Y3"",""clickable-R1-X0-Y3"",""clickable-R1-X1-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X2-Y3"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X0-Y0"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y4""]","true","[3,4]","[3,3]","8","8","1","200000","5000","1000","2"
"","6710","darkroom","7","178732","0.0-3.0-2.0","38376","1541394931990","[""clickable-R0-X7-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y3"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X6-Y0""]","false","[6,0]","[3,2]","8","8","1","200000","5000","1000","2"
"","22041","darkroom","8","200774","0.0-3.0-3.0","38376","1541394931990","[""clickable-R0-X5-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X6-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X2-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y5"",""clickable-R0-X6-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y7"",""clickable-R0-X3-Y1"",""clickable-R0-X2-Y1"",""clickable-R0-X2-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y1""]","true","[2,7]","[1,7]","8","8","1","200000","5000","1000","2"
"","21523","darkroom","9","222299","0.0-3.0-4.0","38376","1541394931990","[""clickable-R0-X5-Y6"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y2"",""clickable-R0-X1-Y2"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y5"",""clickable-R0-X2-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X3-Y5"",""clickable-R0-X3-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y6"",""clickable-R0-X0-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X3-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X5-Y7"",""clickable-R0-X6-Y7"",""clickable-R0-X7-Y7""]","false","[4,0]","[2,6]","8","8","1","200000","5000","1000","2"
