"view_history","rt","trial_type","trial_index","time_elapsed","internal_node_id","sonaID","ExpEndTime","clicks","match","sTarg","mTarg","xGrid","yGrid","maxTrans","maxPrize","primaryDec","surrogateDec","mapDir"
"[{""page_index"":0,""viewing_time"":2363},{""page_index"":1,""viewing_time"":2887},{""page_index"":2,""viewing_time"":7357}]","12609","instructions","0","12611","0.0-0.0","36771","1539268247320","","","","","","","","","","",""
"","117538","darkroom","1","130153","0.0-1.0-0.0","36771","1539268247320","[""clickable-R1-X3-Y3"",""clickable-R1-X6-Y5"",""clickable-R1-X3-Y6"",""clickable-R1-X6-Y0"",""clickable-R1-X6-Y1"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X3-Y0"",""clickable-R1-X2-Y1"",""clickable-R1-X1-Y1"",""clickable-R1-X1-Y2"",""clickable-R1-X1-Y6"",""clickable-R1-X5-Y5"",""clickable-R1-X0-Y4"",""clickable-R1-X7-Y3"",""clickable-R1-X7-Y6"",""clickable-R1-X5-Y7"",""clickable-R1-X5-Y4"",""clickable-R1-X4-Y1"",""clickable-R1-X5-Y0"",""clickable-R1-X0-Y0"",""clickable-R1-X1-Y0"",""clickable-R1-X2-Y0"",""clickable-R1-X4-Y0"",""clickable-R1-X3-Y1"",""clickable-R1-X0-Y1"",""clickable-R1-X5-Y1"",""clickable-R1-X0-Y5"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X4-Y5"",""clickable-R1-X2-Y4"",""clickable-R1-X7-Y4"",""clickable-R1-X6-Y7"",""clickable-R1-X5-Y6"",""clickable-R1-X6-Y2"",""clickable-R1-X5-Y2"",""clickable-R1-X7-Y2"",""clickable-R1-X0-Y2"",""clickable-R0-X6-Y2"",""clickable-R0-X3-Y2"",""clickable-R0-X2-Y5"",""clickable-R0-X5-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y3"",""clickable-R0-X3-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y0"",""clickable-R0-X1-Y0"",""clickable-R0-X0-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X4-Y3"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X5-Y1"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y4"",""clickable-R0-X0-Y2"",""clickable-R0-X0-Y1"",""clickable-R0-X1-Y5"",""clickable-R0-X0-Y6"",""clickable-R0-X2-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X3-Y5"",""clickable-R0-X4-Y5""]","true","[0,3]","[0,3]","8","8","1","200000","5000","1000","2"
"","38949","darkroom","2","169104","0.0-1.0-1.0","36771","1539268247320","[""clickable-R1-X2-Y6"",""clickable-R1-X1-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X2-Y7"",""clickable-R0-X3-Y1"",""clickable-R0-X4-Y4"",""clickable-R0-X2-Y6"",""clickable-R0-X7-Y7"",""clickable-R0-X2-Y7"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y2"",""clickable-R0-X4-Y5"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y6"",""clickable-R0-X3-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y2"",""clickable-R0-X7-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X4-Y1"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X4-Y7"",""clickable-R0-X6-Y6"",""clickable-R0-X6-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X1-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X1-Y7""]","true","[1,7]","[1,7]","8","8","1","200000","5000","1000","2"
"","15655","darkroom","3","184762","0.0-1.0-2.0","36771","1539268247320","[""clickable-R0-X3-Y5"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X0-Y2"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X6-Y0"",""clickable-R0-X6-Y2"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y5"",""clickable-R0-X7-Y7"",""clickable-R0-X5-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X4-Y4"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X4-Y2""]","false","[4,2]","[6,1]","8","8","1","200000","5000","1000","2"
"[{""page_index"":0,""viewing_time"":10576},{""page_index"":1,""viewing_time"":40905},{""page_index"":2,""viewing_time"":12903},{""page_index"":3,""viewing_time"":15751},{""page_index"":4,""viewing_time"":6612},{""page_index"":5,""viewing_time"":5241}]","91989","instructions","4","276751","0.0-2.0","36771","1539268247320","","","","","","","","","","",""
"","51970","darkroom","5","328723","0.0-3.0-0.0","36771","1539268247320","[""clickable-R0-X4-Y3"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y5"",""clickable-R0-X1-Y6"",""clickable-R0-X2-Y2"",""clickable-R0-X4-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X2-Y7"",""clickable-R0-X0-Y3"",""clickable-R0-X1-Y0"",""clickable-R0-X1-Y3"",""clickable-R0-X3-Y3"",""clickable-R0-X2-Y4"",""clickable-R0-X7-Y4"",""clickable-R0-X7-Y2"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X3-Y2"",""clickable-R0-X5-Y3"",""clickable-R0-X5-Y5"",""clickable-R0-X3-Y6"",""clickable-R0-X1-Y7"",""clickable-R0-X0-Y7"",""clickable-R0-X0-Y6"",""clickable-R0-X1-Y5"",""clickable-R0-X3-Y4"",""clickable-R1-X5-Y2"",""clickable-R1-X4-Y4"",""clickable-R1-X2-Y4"",""clickable-R1-X1-Y6"",""clickable-R1-X5-Y6"",""clickable-R1-X3-Y6"",""clickable-R1-X6-Y4"",""clickable-R1-X3-Y3"",""clickable-R1-X2-Y1"",""clickable-R1-X0-Y2"",""clickable-R1-X6-Y1"",""clickable-R1-X4-Y0"",""clickable-R1-X7-Y5"",""clickable-R1-X6-Y7"",""clickable-R1-X1-Y7"",""clickable-R1-X2-Y5"",""clickable-R1-X4-Y5"",""clickable-R1-X5-Y3"",""clickable-R1-X3-Y2"",""clickable-R1-X1-Y3"",""clickable-R1-X0-Y4"",""clickable-R1-X0-Y5"",""clickable-R1-X0-Y7"",""clickable-R1-X6-Y2"",""clickable-R1-X7-Y2"",""clickable-R1-X7-Y4"",""clickable-R1-X5-Y5"",""clickable-R1-X5-Y7"",""clickable-R1-X4-Y7"",""clickable-R1-X2-Y7"",""clickable-R1-X3-Y7"",""clickable-R1-X3-Y4"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y2"",""clickable-R1-X4-Y1"",""clickable-R1-X3-Y1"",""clickable-R0-X5-Y4"",""clickable-R0-X5-Y1"",""clickable-R0-X1-Y2""]","true","[0,4]","[1,5]","8","8","1","200000","5000","1000","2"
"","21797","darkroom","6","350521","0.0-3.0-1.0","36771","1539268247320","[""clickable-R0-X6-Y6"",""clickable-R0-X5-Y5"",""clickable-R0-X5-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X2-Y3"",""clickable-R0-X1-Y4"",""clickable-R0-X2-Y7"",""clickable-R0-X3-Y6"",""clickable-R0-X2-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X7-Y3"",""clickable-R0-X4-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X2-Y0"",""clickable-R0-X1-Y1"",""clickable-R0-X1-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X0-Y5"",""clickable-R0-X0-Y6"",""clickable-R0-X5-Y3"",""clickable-R0-X4-Y2"",""clickable-R0-X5-Y1"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X6-Y0"",""clickable-R0-X6-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y6""]","true","[4,6]","[3,6]","8","8","1","200000","5000","1000","2"
"","32107","darkroom","7","382631","0.0-3.0-2.0","36771","1539268247320","[""clickable-R0-X5-Y5"",""clickable-R0-X3-Y5"",""clickable-R0-X2-Y6"",""clickable-R0-X3-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X5-Y7"",""clickable-R0-X5-Y3"",""clickable-R1-X2-Y3"",""clickable-R1-X4-Y3"",""clickable-R1-X4-Y5"",""clickable-R1-X3-Y7"",""clickable-R1-X1-Y6"",""clickable-R1-X1-Y5"",""clickable-R1-X7-Y5"",""clickable-R1-X6-Y3"",""clickable-R1-X5-Y0"",""clickable-R1-X2-Y1"",""clickable-R1-X1-Y2"",""clickable-R1-X0-Y3"",""clickable-R1-X7-Y3"",""clickable-R1-X5-Y1"",""clickable-R1-X4-Y2"",""clickable-R1-X5-Y7"",""clickable-R1-X2-Y6"",""clickable-R1-X6-Y4"",""clickable-R1-X2-Y5"",""clickable-R1-X0-Y7"",""clickable-R0-X0-Y2"",""clickable-R0-X2-Y1"",""clickable-R0-X7-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y3"",""clickable-R0-X2-Y3"",""clickable-R0-X0-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X6-Y3"",""clickable-R0-X6-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X3-Y2"",""clickable-R1-X2-Y2"",""clickable-R1-X3-Y0"",""clickable-R1-X3-Y3"",""clickable-R1-X3-Y4"",""clickable-R1-X5-Y4"",""clickable-R1-X6-Y2"",""clickable-R1-X7-Y1"",""clickable-R1-X6-Y0"",""clickable-R1-X6-Y5"",""clickable-R1-X4-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X4-Y6"",""clickable-R0-X4-Y6""]","true","[4,6]","[4,7]","8","8","1","200000","5000","1000","2"
"","6072","darkroom","8","388705","0.0-3.0-3.0","36771","1539268247320","[""clickable-R0-X5-Y4"",""clickable-R0-X3-Y4"",""clickable-R0-X3-Y5"",""clickable-R0-X1-Y5"",""clickable-R0-X3-Y6"",""clickable-R0-X5-Y6"",""clickable-R0-X6-Y5"",""clickable-R0-X6-Y4"",""clickable-R0-X6-Y4""]","false","[6,4]","[4,6]","8","8","1","200000","5000","1000","2"
"","68431","darkroom","9","457138","0.0-3.0-4.0","36771","1539268247320","[""clickable-R1-X3-Y3"",""clickable-R1-X1-Y3"",""clickable-R0-X6-Y3"",""clickable-R0-X5-Y4"",""clickable-R0-X2-Y1"",""clickable-R0-X3-Y1"",""clickable-R0-X5-Y1"",""clickable-R0-X4-Y1"",""clickable-R0-X4-Y3"",""clickable-R0-X0-Y3"",""clickable-R0-X1-Y6"",""clickable-R0-X2-Y6"",""clickable-R0-X4-Y5"",""clickable-R0-X5-Y7"",""clickable-R0-X7-Y6"",""clickable-R0-X7-Y5"",""clickable-R0-X2-Y4"",""clickable-R0-X1-Y4"",""clickable-R0-X1-Y3"",""clickable-R0-X3-Y2"",""clickable-R0-X5-Y2"",""clickable-R0-X6-Y1"",""clickable-R0-X7-Y0"",""clickable-R0-X3-Y0"",""clickable-R0-X4-Y0"",""clickable-R0-X1-Y0"",""clickable-R1-X4-Y5"",""clickable-R1-X6-Y5"",""clickable-R1-X6-Y3"",""clickable-R1-X5-Y2"",""clickable-R1-X3-Y2"",""clickable-R1-X3-Y0"",""clickable-R1-X1-Y1"",""clickable-R1-X2-Y4"",""clickable-R1-X0-Y6"",""clickable-R1-X2-Y7"",""clickable-R1-X5-Y7"",""clickable-R1-X6-Y6"",""clickable-R1-X6-Y4"",""clickable-R1-X4-Y4"",""clickable-R1-X5-Y1"",""clickable-R1-X6-Y1"",""clickable-R1-X4-Y2"",""clickable-R1-X2-Y5"",""clickable-R1-X0-Y5"",""clickable-R1-X4-Y3"",""clickable-R1-X2-Y2"",""clickable-R1-X2-Y3"",""clickable-R1-X4-Y0"",""clickable-R0-X5-Y5"",""clickable-R0-X4-Y6"",""clickable-R0-X3-Y6"",""clickable-R0-X3-Y4"",""clickable-R0-X4-Y4"",""clickable-R0-X6-Y4"",""clickable-R0-X5-Y3"",""clickable-R0-X6-Y2"",""clickable-R1-X1-Y5"",""clickable-R1-X1-Y6"",""clickable-R1-X4-Y6"",""clickable-R1-X3-Y4"",""clickable-R1-X5-Y4"",""clickable-R1-X5-Y3"",""clickable-R1-X6-Y2"",""clickable-R1-X3-Y1"",""clickable-R1-X2-Y1"",""clickable-R1-X7-Y7"",""clickable-R1-X7-Y0"",""clickable-R1-X7-Y1"",""clickable-R1-X7-Y4"",""clickable-R0-X2-Y7""]","true","[1,2]","[1,2]","8","8","1","200000","5000","1000","2"
