"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","sonaID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"852","32","text","0","854","0.0-0.0","","21500","1478919587954","","","","","","","","","","","","","",""
"439","32","text","1","1598","0.0-1.0","","21500","1478919587954","","","","","","","","","","","","","",""
"122","32","text","2","2021","0.0-2.0","","21500","1478919587954","","","","","","","","","","","","","",""
"325","32","text","3","2649","0.0-3.0","","21500","1478919587954","","","","","","","","","","","","","",""
"292","32","text","4","3244","0.0-4.0","","21500","1478919587954","","","","","","","","","","","","","",""
"457","32","text","5","4004","0.0-5.0","","21500","1478919587954","","","","","","","","","","","","","",""
"3167","","singlestim-multislider","6","7486","0.0-6.0-0.0","","21500","1478919587954","0","73","27","","","","","","","","","","",""
"12832","","survey-text","7","20629","0.0-7.0","","21500","1478919587954","","","","{""Q0"":""A) they have oppostie interest""}","<b>INSTRUCTIONS</b> (5 of 6)<br>Consider the complete responses for these two people that were matched together below. They gave opposite answers almost every time!<br><br><table style=""border: 2px solid black; border-spacing: 0px 1px;""><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person A</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td></tr><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person B</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td></tr></table><br>According to what you just read, were these people more likely to have been matched by the computer algorithm or the professional matchmaker?<br><br> A) equally likey <br> B) computer algorithm <br> C) professional matchmaker <br><br> Please enter A, B, or C below and briefly explain your choice:","","","","","","","","",""
"3111","","survey-multi-choice","8","24054","0.0-8.0","","21500","1478919587954","","","","{""Q0"":""agree""}","","","","","","","","","",""
"3791","","singlestim-multislider","9","28165","0.0-9.0-34.0","","21500","1478919587954","0","35","65","","","1","12","9","7","5","NA","NA","NA","1"
"1108","","singlestim-multislider","10","29588","0.0-9.0-19.0","","21500","1478919587954","0","80","20","","","0","12","9","7","5","0.8","0.6","0.8","1"
"645","","singlestim-multislider","11","30551","0.0-9.0-17.0","","21500","1478919587954","0","68","32","","","0","12","9","7","5","0.8","0.6","0.8","1"
"700","","singlestim-multislider","12","31565","0.0-9.0-26.0","","21500","1478919587954","0","74","26","","","0","12","9","7","5","0.8","0.8","0.8","1"
"585","","singlestim-multislider","13","32465","0.0-9.0-23.0","","21500","1478919587954","0","75","25","","","0","12","9","7","5","0.8","0.6","1","1"
"504","","singlestim-multislider","14","33286","0.0-9.0-10.0","","21500","1478919587954","0","77","23","","","0","12","9","7","5","0.6","0.8","0.8","1"
"551","","singlestim-multislider","15","34151","0.0-9.0-24.0","","21500","1478919587954","0","77","23","","","0","12","9","7","5","0.8","0.8","0.8","1"
"498","","singlestim-multislider","16","34960","0.0-9.0-25.0","","21500","1478919587954","0","78","22","","","0","12","9","7","5","0.8","0.8","0.8","1"
"565","","singlestim-multislider","17","35838","0.0-9.0-31.0","","21500","1478919587954","0","74","26","","","0","12","9","7","5","0.8","0.8","1","1"
"468","","singlestim-multislider","18","36617","0.0-9.0-14.0","","21500","1478919587954","0","45","56","","","0","12","9","7","5","0.6","0.8","1","1"
