"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","sonaID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"22043","32","text","0","22047","0.0-0.0","","22662","1476743595543","","","","","","","","","","","","","",""
"443163","32","text","1","465520","0.0-1.0","","22662","1476743595543","","","","","","","","","","","","","",""
"6068","32","text","2","471894","0.0-2.0","","22662","1476743595543","","","","","","","","","","","","","",""
"36734","32","text","3","508934","0.0-3.0","","22662","1476743595543","","","","","","","","","","","","","",""
"56039","32","text","4","565280","0.0-4.0","","22662","1476743595543","","","","","","","","","","","","","",""
"39002","32","text","5","604589","0.0-5.0","","22662","1476743595543","","","","","","","","","","","","","",""
"94510","","singlestim-multislider","6","699417","0.0-6.0-0.0","","22662","1476743595543","0","100","0","","","","","","","","","","",""
"27488","","survey-text","7","727215","0.0-7.0","","22662","1476743595543","","","","{""Q0"":""C""}","<b>INSTRUCTIONS</b> (5 of 6)<br>Consider the complete responses for these two people that were matched together below. They gave opposite answers almost every time!<br><br><table style=""border: 2px solid black; border-spacing: 0px 1px;""><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person A</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td></tr><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person B</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td></tr></table><br>According to what you just read, were these people more likely to have been matched by the computer algorithm or the professional matchmaker?<br><br> A) equally likey <br> B) computer algorithm <br> C) professional matchmaker <br><br> Please enter A, B, or C below and briefly explain your choice:","","","","","","","","",""
"6709","","survey-multi-choice","8","734228","0.0-8.0","","22662","1476743595543","","","","{""Q0"":""agree""}","","","","","","","","","",""
"73067","","singlestim-multislider","9","807606","0.0-9.0-9.0","","22662","1476743595543","1","20","80","","","0","12","9","7","5","0.6","0.8","0.8","1"
"18478","","singlestim-multislider","10","826394","0.0-9.0-20.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.8","0.6","1","1"
"29478","","singlestim-multislider","11","856184","0.0-9.0-32.0","","22662","1476743595543","1","22","79","","","1","12","9","7","5","NA","NA","NA","1"
"15708","","singlestim-multislider","12","872203","0.0-9.0-24.0","","22662","1476743595543","1","10","90","","","0","12","9","7","5","0.8","0.8","0.8","1"
"32094","","singlestim-multislider","13","904606","0.0-9.0-1.0","","22662","1476743595543","1","20","80","","","0","12","9","7","5","0.6","0.6","0.8","1"
"11892","","singlestim-multislider","14","916808","0.0-9.0-29.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.8","0.8","1","1"
"10378","","singlestim-multislider","15","927496","0.0-9.0-14.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.6","0.8","1","1"
"9859","","singlestim-multislider","16","937664","0.0-9.0-12.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.6","0.8","1","1"
"37421","","singlestim-multislider","17","975395","0.0-9.0-11.0","","22662","1476743595543","","50","50","","","0","12","9","7","5","0.6","0.8","0.8","1"
"8466","","singlestim-multislider","18","984172","0.0-9.0-31.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.8","0.8","1","1"
"31551","","singlestim-multislider","19","1016034","0.0-9.0-8.0","","22662","1476743595543","0","85","15","","","0","12","9","7","5","0.6","0.8","0.8","1"
"24455","","singlestim-multislider","20","1040799","0.0-9.0-0.0","","22662","1476743595543","0","84","16","","","0","12","9","7","5","0.6","0.6","0.8","1"
"15715","","singlestim-multislider","21","1056826","0.0-9.0-3.0","","22662","1476743595543","1","22","79","","","0","12","9","7","5","0.6","0.6","0.8","1"
"14410","","singlestim-multislider","22","1071546","0.0-9.0-27.0","","22662","1476743595543","0","89","11","","","0","12","9","7","5","0.8","0.8","0.8","1"
"23539","","singlestim-multislider","23","1095395","0.0-9.0-35.0","","22662","1476743595543","0","88","12","","","1","12","9","7","5","NA","NA","NA","1"
"25919","","singlestim-multislider","24","1121624","0.0-9.0-4.0","","22662","1476743595543","1","5","95","","","0","12","9","7","5","0.6","0.6","1","1"
"10664","","singlestim-multislider","25","1132594","0.0-9.0-21.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.8","0.6","1","1"
"6640","","singlestim-multislider","26","1139539","0.0-9.0-28.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.8","0.8","1","1"
"22092","","singlestim-multislider","27","1161941","0.0-9.0-34.0","","22662","1476743595543","","50","50","","","1","12","9","7","5","NA","NA","NA","1"
"13016","","singlestim-multislider","28","1175268","0.0-9.0-16.0","","22662","1476743595543","0","85","15","","","0","12","9","7","5","0.8","0.6","0.8","1"
"14412","","singlestim-multislider","29","1189990","0.0-9.0-33.0","","22662","1476743595543","1","0","100","","","1","12","9","7","5","NA","NA","NA","1"
"8243","","singlestim-multislider","30","1198545","0.0-9.0-7.0","","22662","1476743595543","0","91","9","","","0","12","9","7","5","0.6","0.6","1","1"
"20354","","singlestim-multislider","31","1219211","0.0-9.0-2.0","","22662","1476743595543","0","75","25","","","0","12","9","7","5","0.6","0.6","0.8","1"
"43951","","singlestim-multislider","32","1263473","0.0-9.0-13.0","","22662","1476743595543","1","31","69","","","0","12","9","7","5","0.6","0.8","1","1"
"20678","","singlestim-multislider","33","1284462","0.0-9.0-10.0","","22662","1476743595543","0","80","20","","","0","12","9","7","5","0.6","0.8","0.8","1"
"47698","","singlestim-multislider","34","1332469","0.0-9.0-5.0","","22662","1476743595543","0","76","24","","","0","12","9","7","5","0.6","0.6","1","1"
"11284","","singlestim-multislider","35","1344064","0.0-9.0-15.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.6","0.8","1","1"
"23491","","singlestim-multislider","36","1367864","0.0-9.0-36.0","","22662","1476743595543","0","78","22","","","1","12","9","7","5","NA","NA","NA","1"
"20139","","singlestim-multislider","37","1388313","0.0-9.0-38.0","","22662","1476743595543","1","19","81","","","1","12","9","7","5","NA","NA","NA","1"
"31340","","singlestim-multislider","38","1419963","0.0-9.0-25.0","","22662","1476743595543","0","85","15","","","0","12","9","7","5","0.8","0.8","0.8","1"
"12145","","singlestim-multislider","39","1432418","0.0-9.0-6.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.6","0.6","1","1"
"17933","","singlestim-multislider","40","1450661","0.0-9.0-19.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7480","","singlestim-multislider","41","1458452","0.0-9.0-18.0","","22662","1476743595543","0","100","0","","","0","12","9","7","5","0.8","0.6","0.8","1"
"17569","","singlestim-multislider","42","1476331","0.0-9.0-30.0","","22662","1476743595543","1","0","100","","","0","12","9","7","5","0.8","0.8","1","1"
"8172","","singlestim-multislider","43","1484814","0.0-9.0-17.0","","22662","1476743595543","0","73","27","","","0","12","9","7","5","0.8","0.6","0.8","1"
"23120","","singlestim-multislider","44","1508244","0.0-9.0-37.0","","22662","1476743595543","0","80","20","","","1","12","9","7","5","NA","NA","NA","1"
"34449","","singlestim-multislider","45","1543003","0.0-9.0-40.0","","22662","1476743595543","0","60","40","","","1","12","9","7","5","NA","NA","NA","1"
"21759","","singlestim-multislider","46","1565072","0.0-9.0-39.0","","22662","1476743595543","0","80","20","","","1","12","9","7","5","NA","NA","NA","1"
"16707","","singlestim-multislider","47","1582090","0.0-9.0-26.0","","22662","1476743595543","1","10","90","","","0","12","9","7","5","0.8","0.8","0.8","1"
"22451","","singlestim-multislider","48","1604848","0.0-9.0-23.0","","22662","1476743595543","1","4","96","","","0","12","9","7","5","0.8","0.6","1","1"
"17751","","singlestim-multislider","49","1622905","0.0-9.0-22.0","","22662","1476743595543","0","90","10","","","0","12","9","7","5","0.8","0.6","1","1"
"125122","","singlestim-multislider","50","1748335","0.0-9.0-41.0","","22662","1476743595543","0","79","21","","","1","12","9","7","5","NA","NA","NA","1"
"15221","","singlestim-multislider","51","1763866","0.0-10.0-11.0","","22662","1476743595543","1","24","76","","","0","12","9","7","5","0.6","0.8","0.8","1"
"11510","","singlestim-multislider","52","1775686","0.0-10.0-22.0","","22662","1476743595543","1","19","81","","","0","12","9","7","5","0.8","0.6","1","1"
"34626","","singlestim-multislider","53","1810622","0.0-10.0-24.0","","22662","1476743595543","1","10","90","","","0","12","9","7","5","0.8","0.8","0.8","1"
"54146","","singlestim-multislider","54","1865078","0.0-10.0-41.0","","22662","1476743595543","1","19","81","","","1","12","9","7","5","NA","NA","NA","1"
"8057","","singlestim-multislider","55","1873443","0.0-10.0-26.0","","22662","1476743595543","1","13","87","","","0","12","9","7","5","0.8","0.8","0.8","1"
"16602","","singlestim-multislider","56","1890353","0.0-10.0-14.0","","22662","1476743595543","0","87","13","","","0","12","9","7","5","0.6","0.8","1","1"
"20939","","singlestim-multislider","57","1911600","0.0-10.0-40.0","","22662","1476743595543","0","72","28","","","1","12","9","7","5","NA","NA","NA","1"
"5908","","singlestim-multislider","58","1917815","0.0-10.0-27.0","","22662","1476743595543","0","83","17","","","0","12","9","7","5","0.8","0.8","0.8","1"
"36974","","singlestim-multislider","59","1955099","0.0-10.0-33.0","","22662","1476743595543","1","15","85","","","1","12","9","7","5","NA","NA","NA","1"
"9738","","singlestim-multislider","60","1965145","0.0-10.0-10.0","","22662","1476743595543","0","80","20","","","0","12","9","7","5","0.6","0.8","0.8","1"
"55948","","singlestim-multislider","61","2021402","0.0-10.0-16.0","","22662","1476743595543","0","85","15","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7011","","singlestim-multislider","62","2028725","0.0-10.0-17.0","","22662","1476743595543","1","27","74","","","0","12","9","7","5","0.8","0.6","0.8","1"
"10141","","singlestim-multislider","63","2039175","0.0-10.0-20.0","","22662","1476743595543","0","91","9","","","0","12","9","7","5","0.8","0.6","1","1"
"6219","","singlestim-multislider","64","2045704","0.0-10.0-32.0","","22662","1476743595543","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"3133","","singlestim-multislider","65","2049147","0.0-10.0-15.0","","22662","1476743595543","0","73","27","","","0","12","9","7","5","0.6","0.8","1","1"
"5842","","singlestim-multislider","66","2055299","0.0-10.0-39.0","","22662","1476743595543","0","83","17","","","1","12","9","7","5","NA","NA","NA","1"
"4465","","singlestim-multislider","67","2060070","0.0-10.0-30.0","","22662","1476743595543","1","15","85","","","0","12","9","7","5","0.8","0.8","1","1"
"7392","","singlestim-multislider","68","2067770","0.0-10.0-19.0","","22662","1476743595543","0","22","78","","","0","12","9","7","5","0.8","0.6","0.8","1"
"4086","","singlestim-multislider","69","2072167","0.0-10.0-8.0","","22662","1476743595543","0","70","30","","","0","12","9","7","5","0.6","0.8","0.8","1"
"4117","","singlestim-multislider","70","2076595","0.0-10.0-31.0","","22662","1476743595543","0","76","24","","","0","12","9","7","5","0.8","0.8","1","1"
"8809","","singlestim-multislider","71","2085714","0.0-10.0-0.0","","22662","1476743595543","0","80","20","","","0","12","9","7","5","0.6","0.6","0.8","1"
"5486","","singlestim-multislider","72","2091510","0.0-10.0-18.0","","22662","1476743595543","0","87","13","","","0","12","9","7","5","0.8","0.6","0.8","1"
"30267","","singlestim-multislider","73","2122089","0.0-10.0-5.0","","22662","1476743595543","0","78","22","","","0","12","9","7","5","0.6","0.6","1","1"
"6065","","singlestim-multislider","74","2128464","0.0-10.0-21.0","","22662","1476743595543","1","30","71","","","0","12","9","7","5","0.8","0.6","1","1"
"11147","","singlestim-multislider","75","2139921","0.0-10.0-2.0","","22662","1476743595543","0","69","31","","","0","12","9","7","5","0.6","0.6","0.8","1"
