"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"11242","","singlestim-multislider","10","393881","0.0-9.0-21.0","","1476642277414","","50","50","","","0","12","9","7","5","0.8","0.6","1","1"
"20754","","singlestim-multislider","11","414945","0.0-9.0-4.0","","1476642277414","0","25","75","","","0","12","9","7","5","0.6","0.6","1","1"
"12520","","singlestim-multislider","12","427770","0.0-9.0-36.0","","1476642277414","1","30","70","","","1","12","9","7","5","NA","NA","NA","1"
"8346","","singlestim-multislider","13","436424","0.0-9.0-9.0","","1476642277414","0","90","10","","","0","12","9","7","5","0.6","0.8","0.8","1"
"20735","","singlestim-multislider","14","457468","0.0-9.0-3.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.6","0.6","0.8","1"
"14488","","singlestim-multislider","15","472262","0.0-9.0-18.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.6","0.8","1"
"10768","","singlestim-multislider","16","483335","0.0-9.0-22.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.6","1","1"
"10562","","singlestim-multislider","17","494207","0.0-9.0-13.0","","1476642277414","0","80","20","","","0","12","9","7","5","0.6","0.8","1","1"
"11699","","singlestim-multislider","18","506213","0.0-9.0-29.0","","1476642277414","0","95","5","","","0","12","9","7","5","0.8","0.8","1","1"
"13251","","singlestim-multislider","19","519773","0.0-9.0-17.0","","1476642277414","0","65","35","","","0","12","9","7","5","0.8","0.6","0.8","1"
"8879","","singlestim-multislider","20","528961","0.0-9.0-33.0","","1476642277414","1","20","80","","","1","12","9","7","5","NA","NA","NA","1"
"11513","","singlestim-multislider","21","540782","0.0-9.0-41.0","","1476642277414","0","60","40","","","1","12","9","7","5","NA","NA","NA","1"
"6533","","singlestim-multislider","22","547624","0.0-9.0-15.0","","1476642277414","0","90","10","","","0","12","9","7","5","0.6","0.8","1","1"
"12433","","singlestim-multislider","23","560365","0.0-9.0-14.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.6","0.8","1","1"
"10677","","singlestim-multislider","24","571348","0.0-9.0-24.0","","1476642277414","1","5","95","","","0","12","9","7","5","0.8","0.8","0.8","1"
"7926","","singlestim-multislider","25","579583","0.0-9.0-16.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.8","0.6","0.8","1"
"10671","","singlestim-multislider","26","590561","0.0-9.0-8.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.6","0.8","0.8","1"
"8229","","singlestim-multislider","27","599096","0.0-9.0-10.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5730","","singlestim-multislider","28","605134","0.0-9.0-12.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.6","0.8","1","1"
"6707","","singlestim-multislider","29","612150","0.0-9.0-40.0","","1476642277414","0","90","10","","","1","12","9","7","5","NA","NA","NA","1"
"7309","","singlestim-multislider","30","619764","0.0-9.0-27.0","","1476642277414","0","85","15","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6019","","singlestim-multislider","31","626087","0.0-9.0-35.0","","1476642277414","1","20","80","","","1","12","9","7","5","NA","NA","NA","1"
"8206","","singlestim-multislider","32","634597","0.0-9.0-5.0","","1476642277414","0","65","35","","","0","12","9","7","5","0.6","0.6","1","1"
"9735","","singlestim-multislider","33","644639","0.0-9.0-1.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.6","0.6","0.8","1"
"9341","","singlestim-multislider","34","654289","0.0-9.0-37.0","","1476642277414","1","20","80","","","1","12","9","7","5","NA","NA","NA","1"
"8194","","singlestim-multislider","35","662787","0.0-9.0-25.0","","1476642277414","0","85","15","","","0","12","9","7","5","0.8","0.8","0.8","1"
"8963","","singlestim-multislider","36","672059","0.0-9.0-2.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.6","0.8","1"
"9237","","singlestim-multislider","37","681601","0.0-9.0-28.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.8","0.8","1","1"
"7358","","singlestim-multislider","38","689268","0.0-9.0-6.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.6","1","1"
"79441","","singlestim-multislider","39","769016","0.0-9.0-39.0","","1476642277414","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"12144","","singlestim-multislider","40","781465","0.0-9.0-26.0","","1476642277414","1","15","85","","","0","12","9","7","5","0.8","0.8","0.8","1"
"16367","","singlestim-multislider","41","798140","0.0-9.0-23.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.8","0.6","1","1"
"6685","","singlestim-multislider","42","805134","0.0-9.0-34.0","","1476642277414","1","35","65","","","1","12","9","7","5","NA","NA","NA","1"
"10785","","singlestim-multislider","43","816225","0.0-9.0-7.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.6","0.6","1","1"
"18718","","singlestim-multislider","44","835247","0.0-9.0-0.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.6","0.8","1"
"17542","","singlestim-multislider","45","853098","0.0-9.0-20.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.8","0.6","1","1"
"15873","","singlestim-multislider","46","869276","0.0-9.0-19.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.8","0.6","0.8","1"
"11411","","singlestim-multislider","47","880990","0.0-9.0-30.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.8","1","1"
"6233","","singlestim-multislider","48","887531","0.0-9.0-38.0","","1476642277414","0","55","45","","","1","12","9","7","5","NA","NA","NA","1"
"10728","","singlestim-multislider","49","898565","0.0-9.0-31.0","","1476642277414","0","100","0","","","0","12","9","7","5","0.8","0.8","1","1"
"9726","","singlestim-multislider","50","908600","0.0-9.0-32.0","","1476642277414","0","65","35","","","1","12","9","7","5","NA","NA","NA","1"
"17326","","singlestim-multislider","51","926233","0.0-10.0-10.0","","1476642277414","0","85","15","","","0","12","9","7","5","0.6","0.8","0.8","1"
"7066","","singlestim-multislider","52","933607","0.0-10.0-20.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.6","1","1"
"9084","","singlestim-multislider","53","943000","0.0-10.0-26.0","","1476642277414","1","10","90","","","0","12","9","7","5","0.8","0.8","0.8","1"
"14930","","singlestim-multislider","54","958236","0.0-10.0-33.0","","1476642277414","1","20","80","","","1","12","9","7","5","NA","NA","NA","1"
"6673","","singlestim-multislider","55","965214","0.0-10.0-9.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.6","0.8","0.8","1"
"8865","","singlestim-multislider","56","974388","0.0-10.0-2.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.6","0.6","0.8","1"
"9132","","singlestim-multislider","57","983828","0.0-10.0-21.0","","1476642277414","1","0","100","","","0","12","9","7","5","0.8","0.6","1","1"
"17864","","singlestim-multislider","58","1002001","0.0-10.0-25.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.8","0.8","0.8","1"
"9917","","singlestim-multislider","59","1012221","0.0-10.0-40.0","","1476642277414","0","60","40","","","1","12","9","7","5","NA","NA","NA","1"
"12419","","singlestim-multislider","60","1024949","0.0-10.0-41.0","","1476642277414","1","40","60","","","1","12","9","7","5","NA","NA","NA","1"
"31243","","singlestim-multislider","61","1056499","0.0-10.0-37.0","","1476642277414","1","35","65","","","1","12","9","7","5","NA","NA","NA","1"
"7982","","singlestim-multislider","62","1064789","0.0-10.0-8.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.8","0.8","1"
"9012","","singlestim-multislider","63","1074110","0.0-10.0-15.0","","1476642277414","0","65","35","","","0","12","9","7","5","0.6","0.8","1","1"
"7251","","singlestim-multislider","64","1081670","0.0-10.0-34.0","","1476642277414","1","45","55","","","1","12","9","7","5","NA","NA","NA","1"
"6493","","singlestim-multislider","65","1088472","0.0-10.0-35.0","","1476642277414","1","35","65","","","1","12","9","7","5","NA","NA","NA","1"
"14242","","singlestim-multislider","66","1103023","0.0-10.0-3.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.6","0.6","0.8","1"
"8315","","singlestim-multislider","67","1111643","0.0-10.0-14.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.6","0.8","1","1"
"7082","","singlestim-multislider","68","1119029","0.0-10.0-16.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.6","0.8","1"
"11043","","singlestim-multislider","69","1130376","0.0-10.0-18.0","","1476642277414","1","30","70","","","0","12","9","7","5","0.8","0.6","0.8","1"
"11690","","singlestim-multislider","70","1142370","0.0-10.0-36.0","","1476642277414","1","40","60","","","1","12","9","7","5","NA","NA","NA","1"
"9224","","singlestim-multislider","71","1151902","0.0-10.0-19.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.8","0.6","0.8","1"
"14240","","singlestim-multislider","72","1166451","0.0-10.0-31.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.8","0.8","1","1"
"9400","","singlestim-multislider","73","1176159","0.0-10.0-23.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.8","0.6","1","1"
"21523","","singlestim-multislider","74","1197990","0.0-10.0-6.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.6","1","1"
"17697","","singlestim-multislider","75","1215998","0.0-10.0-32.0","","1476642277414","0","60","40","","","1","12","9","7","5","NA","NA","NA","1"
"18413","","singlestim-multislider","76","1234719","0.0-10.0-1.0","","1476642277414","0","55","45","","","0","12","9","7","5","0.6","0.6","0.8","1"
"10018","","singlestim-multislider","77","1245044","0.0-10.0-24.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.8","0.8","0.8","1"
"9575","","singlestim-multislider","78","1254930","0.0-10.0-12.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.6","0.8","1","1"
"23786","","singlestim-multislider","79","1279025","0.0-10.0-17.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7784","","singlestim-multislider","80","1287119","0.0-10.0-0.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.6","0.6","0.8","1"
"10738","","singlestim-multislider","81","1298166","0.0-10.0-28.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.8","0.8","1","1"
"5818","","singlestim-multislider","82","1304290","0.0-10.0-38.0","","1476642277414","1","45","55","","","1","12","9","7","5","NA","NA","NA","1"
"9479","","singlestim-multislider","83","1314078","0.0-10.0-39.0","","1476642277414","1","35","65","","","1","12","9","7","5","NA","NA","NA","1"
"11260","","singlestim-multislider","84","1325647","0.0-10.0-11.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.6","0.8","0.8","1"
"9955","","singlestim-multislider","85","1335909","0.0-10.0-13.0","","1476642277414","1","45","55","","","0","12","9","7","5","0.6","0.8","1","1"
"11315","","singlestim-multislider","86","1347529","0.0-10.0-5.0","","1476642277414","0","65","35","","","0","12","9","7","5","0.6","0.6","1","1"
"10275","","singlestim-multislider","87","1358112","0.0-10.0-7.0","","1476642277414","0","75","26","","","0","12","9","7","5","0.6","0.6","1","1"
"15368","","singlestim-multislider","88","1373787","0.0-10.0-27.0","","1476642277414","0","70","30","","","0","12","9","7","5","0.8","0.8","0.8","1"
"13616","","singlestim-multislider","89","1387707","0.0-10.0-29.0","","1476642277414","0","60","40","","","0","12","9","7","5","0.8","0.8","1","1"
"9120","","singlestim-multislider","90","1397136","0.0-10.0-4.0","","1476642277414","1","40","60","","","0","12","9","7","5","0.6","0.6","1","1"
"7147","","singlestim-multislider","91","1404590","0.0-10.0-30.0","","1476642277414","1","35","65","","","0","12","9","7","5","0.8","0.8","1","1"
"6223","","singlestim-multislider","92","1411121","0.0-10.0-22.0","","1476642277414","","50","50","","","0","12","9","7","5","0.8","0.6","1","1"
"19243","32","text","93","1430671","0.0-11.0","","1476642277414","","","","","","","","","","","","","",""
