"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"3121","","singlestim-multislider","10","389734","0.0-9.0-31.0","","1476661025151","1","30","70","","","0","12","9","7","5","0.8","0.8","1","1"
"3444","","singlestim-multislider","11","393489","0.0-9.0-18.0","","1476661025151","0","63","37","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1959","","singlestim-multislider","12","395754","0.0-9.0-25.0","","1476661025151","1","69","31","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1802","","singlestim-multislider","13","397861","0.0-9.0-5.0","","1476661025151","0","42","58","","","0","12","9","7","5","0.6","0.6","1","1"
"4710","","singlestim-multislider","14","402876","0.0-9.0-9.0","","1476661025151","1","19","81","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5049","","singlestim-multislider","15","408235","0.0-9.0-15.0","","1476661025151","0","84","16","","","0","12","9","7","5","0.6","0.8","1","1"
"3153","","singlestim-multislider","16","411698","0.0-9.0-35.0","","1476661025151","1","17","83","","","1","12","9","7","5","NA","NA","NA","1"
"3198","","singlestim-multislider","17","415206","0.0-9.0-34.0","","1476661025151","0","89","11","","","1","12","9","7","5","NA","NA","NA","1"
"4286","","singlestim-multislider","18","419803","0.0-9.0-7.0","","1476661025151","1","19","81","","","0","12","9","7","5","0.6","0.6","1","1"
"3535","","singlestim-multislider","19","423647","0.0-9.0-3.0","","1476661025151","0","86","14","","","0","12","9","7","5","0.6","0.6","0.8","1"
"3929","","singlestim-multislider","20","427883","0.0-9.0-27.0","","1476661025151","1","20","80","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2893","","singlestim-multislider","21","431086","0.0-9.0-12.0","","1476661025151","1","33","67","","","0","12","9","7","5","0.6","0.8","1","1"
"4024","","singlestim-multislider","22","435420","0.0-9.0-39.0","","1476661025151","0","83","17","","","1","12","9","7","5","NA","NA","NA","1"
"6496","","singlestim-multislider","23","442226","0.0-9.0-13.0","","1476661025151","1","20","81","","","0","12","9","7","5","0.6","0.8","1","1"
"3229","","singlestim-multislider","24","445766","0.0-9.0-33.0","","1476661025151","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"3918","","singlestim-multislider","25","449995","0.0-9.0-30.0","","1476661025151","1","23","77","","","0","12","9","7","5","0.8","0.8","1","1"
"3904","","singlestim-multislider","26","454208","0.0-9.0-21.0","","1476661025151","1","18","82","","","0","12","9","7","5","0.8","0.6","1","1"
"2882","","singlestim-multislider","27","457400","0.0-9.0-0.0","","1476661025151","1","20","81","","","0","12","9","7","5","0.6","0.6","0.8","1"
"3241","","singlestim-multislider","28","460947","0.0-9.0-14.0","","1476661025151","0","92","9","","","0","12","9","7","5","0.6","0.8","1","1"
"3294","","singlestim-multislider","29","464551","0.0-9.0-28.0","","1476661025151","0","84","16","","","0","12","9","7","5","0.8","0.8","1","1"
"2583","","singlestim-multislider","30","467442","0.0-9.0-41.0","","1476661025151","1","12","89","","","1","12","9","7","5","NA","NA","NA","1"
"2441","","singlestim-multislider","31","470193","0.0-9.0-40.0","","1476661025151","1","13","87","","","1","12","9","7","5","NA","NA","NA","1"
"2405","","singlestim-multislider","32","472907","0.0-9.0-32.0","","1476661025151","0","91","9","","","1","12","9","7","5","NA","NA","NA","1"
"2831","","singlestim-multislider","33","476047","0.0-9.0-22.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.8","0.6","1","1"
"2887","","singlestim-multislider","34","479239","0.0-9.0-19.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2533","","singlestim-multislider","35","482081","0.0-9.0-37.0","","1476661025151","1","13","87","","","1","12","9","7","5","NA","NA","NA","1"
"3199","","singlestim-multislider","36","485589","0.0-9.0-11.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2705","","singlestim-multislider","37","488603","0.0-9.0-26.0","","1476661025151","1","6","94","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2806","","singlestim-multislider","38","491718","0.0-9.0-8.0","","1476661025151","1","17","83","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2212","","singlestim-multislider","39","494240","0.0-9.0-29.0","","1476661025151","0","93","7","","","0","12","9","7","5","0.8","0.8","1","1"
"2994","","singlestim-multislider","40","497544","0.0-9.0-38.0","","1476661025151","0","92","8","","","1","12","9","7","5","NA","NA","NA","1"
"2693","","singlestim-multislider","41","500546","0.0-9.0-24.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2710","","singlestim-multislider","42","503565","0.0-9.0-17.0","","1476661025151","1","6","94","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2682","","singlestim-multislider","43","506556","0.0-9.0-1.0","","1476661025151","1","13","87","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2897","","singlestim-multislider","44","509758","0.0-9.0-36.0","","1476661025151","1","16","84","","","1","12","9","7","5","NA","NA","NA","1"
"2477","","singlestim-multislider","45","512545","0.0-9.0-6.0","","1476661025151","1","12","88","","","0","12","9","7","5","0.6","0.6","1","1"
"3143","","singlestim-multislider","46","515997","0.0-9.0-10.0","","1476661025151","0","88","12","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2550","","singlestim-multislider","47","518852","0.0-9.0-16.0","","1476661025151","1","11","89","","","0","12","9","7","5","0.8","0.6","0.8","1"
"4770","","singlestim-multislider","48","523932","0.0-9.0-4.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.6","0.6","1","1"
"2960","","singlestim-multislider","49","527200","0.0-9.0-23.0","","1476661025151","0","88","12","","","0","12","9","7","5","0.8","0.6","1","1"
"2116","","singlestim-multislider","50","529622","0.0-9.0-2.0","","1476661025151","0","82","18","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1854","","singlestim-multislider","51","531784","0.0-10.0-4.0","","1476661025151","0","90","10","","","0","12","9","7","5","0.6","0.6","1","1"
"2104","","singlestim-multislider","52","534197","0.0-10.0-7.0","","1476661025151","1","5","95","","","0","12","9","7","5","0.6","0.6","1","1"
"4470","","singlestim-multislider","53","538976","0.0-10.0-17.0","","1476661025151","1","8","92","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2913","","singlestim-multislider","54","542199","0.0-10.0-2.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1933","","singlestim-multislider","55","544441","0.0-10.0-8.0","","1476661025151","1","16","84","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2753","","singlestim-multislider","56","547500","0.0-10.0-26.0","","1476661025151","1","11","89","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2609","","singlestim-multislider","57","550418","0.0-10.0-19.0","","1476661025151","0","96","4","","","0","12","9","7","5","0.8","0.6","0.8","1"
"3047","","singlestim-multislider","58","553774","0.0-10.0-37.0","","1476661025151","1","10","90","","","1","12","9","7","5","NA","NA","NA","1"
"2476","","singlestim-multislider","59","556559","0.0-10.0-15.0","","1476661025151","0","95","5","","","0","12","9","7","5","0.6","0.8","1","1"
"2945","","singlestim-multislider","60","559811","0.0-10.0-21.0","","1476661025151","1","9","91","","","0","12","9","7","5","0.8","0.6","1","1"
"2337","","singlestim-multislider","61","562456","0.0-10.0-20.0","","1476661025151","1","13","87","","","0","12","9","7","5","0.8","0.6","1","1"
"2177","","singlestim-multislider","62","564938","0.0-10.0-1.0","","1476661025151","1","7","93","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2339","","singlestim-multislider","63","567586","0.0-10.0-27.0","","1476661025151","1","22","78","","","0","12","9","7","5","0.8","0.8","0.8","1"
"3658","","singlestim-multislider","64","571550","0.0-10.0-12.0","","1476661025151","1","18","82","","","0","12","9","7","5","0.6","0.8","1","1"
"2219","","singlestim-multislider","65","574079","0.0-10.0-13.0","","1476661025151","1","8","92","","","0","12","9","7","5","0.6","0.8","1","1"
"2155","","singlestim-multislider","66","576541","0.0-10.0-31.0","","1476661025151","1","11","89","","","0","12","9","7","5","0.8","0.8","1","1"
"1852","","singlestim-multislider","67","578697","0.0-10.0-11.0","","1476661025151","0","92","8","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2750","","singlestim-multislider","68","581756","0.0-10.0-38.0","","1476661025151","0","90","10","","","1","12","9","7","5","NA","NA","NA","1"
"2634","","singlestim-multislider","69","584695","0.0-10.0-39.0","","1476661025151","1","11","89","","","1","12","9","7","5","NA","NA","NA","1"
"2371","","singlestim-multislider","70","587373","0.0-10.0-35.0","","1476661025151","1","10","90","","","1","12","9","7","5","NA","NA","NA","1"
"2220","","singlestim-multislider","71","589903","0.0-10.0-32.0","","1476661025151","0","95","6","","","1","12","9","7","5","NA","NA","NA","1"
"2267","","singlestim-multislider","72","592477","0.0-10.0-29.0","","1476661025151","0","89","11","","","0","12","9","7","5","0.8","0.8","1","1"
"2654","","singlestim-multislider","73","595440","0.0-10.0-9.0","","1476661025151","1","11","89","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1994","","singlestim-multislider","74","597745","0.0-10.0-34.0","","1476661025151","0","93","7","","","1","12","9","7","5","NA","NA","NA","1"
"2152","","singlestim-multislider","75","600206","0.0-10.0-33.0","","1476661025151","1","9","91","","","1","12","9","7","5","NA","NA","NA","1"
"2244","","singlestim-multislider","76","602760","0.0-10.0-23.0","","1476661025151","0","91","9","","","0","12","9","7","5","0.8","0.6","1","1"
"1904","","singlestim-multislider","77","604973","0.0-10.0-30.0","","1476661025151","1","4","96","","","0","12","9","7","5","0.8","0.8","1","1"
"2156","","singlestim-multislider","78","607438","0.0-10.0-10.0","","1476661025151","0","91","9","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2032","","singlestim-multislider","79","609779","0.0-10.0-16.0","","1476661025151","1","6","95","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2140","","singlestim-multislider","80","612229","0.0-10.0-25.0","","1476661025151","0","97","3","","","0","12","9","7","5","0.8","0.8","0.8","1"
"3845","","singlestim-multislider","81","616378","0.0-10.0-22.0","","1476661025151","1","68","32","","","0","12","9","7","5","0.8","0.6","1","1"
"3415","","singlestim-multislider","82","620102","0.0-10.0-6.0","","1476661025151","1","2","98","","","0","12","9","7","5","0.6","0.6","1","1"
"2694","","singlestim-multislider","83","623101","0.0-10.0-41.0","","1476661025151","1","11","89","","","1","12","9","7","5","NA","NA","NA","1"
"2197","","singlestim-multislider","84","625607","0.0-10.0-0.0","","1476661025151","1","11","89","","","0","12","9","7","5","0.6","0.6","0.8","1"
"3632","","singlestim-multislider","85","629548","0.0-10.0-3.0","","1476661025151","0","95","6","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2448","","singlestim-multislider","86","632306","0.0-10.0-18.0","","1476661025151","0","95","5","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2305","","singlestim-multislider","87","634916","0.0-10.0-40.0","","1476661025151","1","6","94","","","1","12","9","7","5","NA","NA","NA","1"
"3210","","singlestim-multislider","88","638435","0.0-10.0-5.0","","1476661025151","0","89","12","","","0","12","9","7","5","0.6","0.6","1","1"
"2334","","singlestim-multislider","89","641078","0.0-10.0-14.0","","1476661025151","0","93","7","","","0","12","9","7","5","0.6","0.8","1","1"
"2942","","singlestim-multislider","90","644329","0.0-10.0-28.0","","1476661025151","0","95","5","","","0","12","9","7","5","0.8","0.8","1","1"
"4193","","singlestim-multislider","91","648831","0.0-10.0-36.0","","1476661025151","1","11","89","","","1","12","9","7","5","NA","NA","NA","1"
"3011","","singlestim-multislider","92","652151","0.0-10.0-24.0","","1476661025151","0","93","7","","","0","12","9","7","5","0.8","0.8","0.8","1"
"3638","32","text","93","656095","0.0-11.0","","1476661025151","","","","","","","","","","","","","",""
