"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"3318","","singlestim-multislider","51","218502","0.0-10.0-4.0","","1476671121139","1","33","67","","","0","12","9","7","5","0.6","0.6","1","1"
"2003","","singlestim-multislider","52","220809","0.0-10.0-16.0","","1476671121139","0","74","26","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1367","","singlestim-multislider","53","222479","0.0-10.0-41.0","","1476671121139","1","34","66","","","1","12","9","7","5","NA","NA","NA","1"
"981","","singlestim-multislider","54","223764","0.0-10.0-10.0","","1476671121139","1","20","80","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1568","","singlestim-multislider","55","225637","0.0-10.0-1.0","","1476671121139","1","31","69","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2409","","singlestim-multislider","56","228349","0.0-10.0-28.0","","1476671121139","1","28","72","","","0","12","9","7","5","0.8","0.8","1","1"
"2418","","singlestim-multislider","57","231074","0.0-10.0-30.0","","1476671121139","0","79","21","","","0","12","9","7","5","0.8","0.8","1","1"
"2336","","singlestim-multislider","58","233715","0.0-10.0-38.0","","1476671121139","1","31","69","","","1","12","9","7","5","NA","NA","NA","1"
"4238","","singlestim-multislider","59","238259","0.0-10.0-25.0","","1476671121139","0","78","22","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2548","","singlestim-multislider","60","241115","0.0-10.0-0.0","","1476671121139","1","28","72","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1728","","singlestim-multislider","61","243145","0.0-10.0-36.0","","1476671121139","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"2207","","singlestim-multislider","62","245656","0.0-10.0-34.0","","1476671121139","1","23","77","","","1","12","9","7","5","NA","NA","NA","1"
"1067","","singlestim-multislider","63","247029","0.0-10.0-18.0","","1476671121139","0","63","37","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2582","","singlestim-multislider","64","249915","0.0-10.0-2.0","","1476671121139","1","26","74","","","0","12","9","7","5","0.6","0.6","0.8","1"
"1377","","singlestim-multislider","65","251597","0.0-10.0-21.0","","1476671121139","1","30","70","","","0","12","9","7","5","0.8","0.6","1","1"
"834","","singlestim-multislider","66","252736","0.0-10.0-7.0","","1476671121139","1","33","67","","","0","12","9","7","5","0.6","0.6","1","1"
"1711","","singlestim-multislider","67","254750","0.0-10.0-11.0","","1476671121139","1","33","67","","","0","12","9","7","5","0.6","0.8","0.8","1"
"1283","","singlestim-multislider","68","256336","0.0-10.0-3.0","","1476671121139","0","86","14","","","0","12","9","7","5","0.6","0.6","0.8","1"
"990","","singlestim-multislider","69","257629","0.0-10.0-33.0","","1476671121139","1","27","73","","","1","12","9","7","5","NA","NA","NA","1"
"1267","","singlestim-multislider","70","259200","0.0-10.0-31.0","","1476671121139","0","72","29","","","0","12","9","7","5","0.8","0.8","1","1"
"893","","singlestim-multislider","71","260398","0.0-10.0-26.0","","1476671121139","1","25","75","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1011","","singlestim-multislider","72","261714","0.0-10.0-22.0","","1476671121139","0","79","21","","","0","12","9","7","5","0.8","0.6","1","1"
"1884","","singlestim-multislider","73","263904","0.0-10.0-6.0","","1476671121139","1","23","77","","","0","12","9","7","5","0.6","0.6","1","1"
"2664","","singlestim-multislider","74","266874","0.0-10.0-13.0","","1476671121139","0","79","21","","","0","12","9","7","5","0.6","0.8","1","1"
"1743","","singlestim-multislider","75","268921","0.0-10.0-35.0","","1476671121139","1","20","81","","","1","12","9","7","5","NA","NA","NA","1"
"1970","","singlestim-multislider","76","271194","0.0-10.0-27.0","","1476671121139","1","23","77","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1478","","singlestim-multislider","77","272978","0.0-10.0-12.0","","1476671121139","1","28","72","","","0","12","9","7","5","0.6","0.8","1","1"
"1092","","singlestim-multislider","78","274374","0.0-10.0-32.0","","1476671121139","1","19","81","","","1","12","9","7","5","NA","NA","NA","1"
"1022","","singlestim-multislider","79","275699","0.0-10.0-14.0","","1476671121139","1","26","74","","","0","12","9","7","5","0.6","0.8","1","1"
"902","","singlestim-multislider","80","276904","0.0-10.0-39.0","","1476671121139","1","28","72","","","1","12","9","7","5","NA","NA","NA","1"
"2019","","singlestim-multislider","81","279228","0.0-10.0-5.0","","1476671121139","1","24","76","","","0","12","9","7","5","0.6","0.6","1","1"
"987","","singlestim-multislider","82","280521","0.0-10.0-23.0","","1476671121139","1","14","86","","","0","12","9","7","5","0.8","0.6","1","1"
"979","","singlestim-multislider","83","281806","0.0-10.0-40.0","","1476671121139","1","28","72","","","1","12","9","7","5","NA","NA","NA","1"
"1686","","singlestim-multislider","84","283797","0.0-10.0-15.0","","1476671121139","0","78","22","","","0","12","9","7","5","0.6","0.8","1","1"
"1730","","singlestim-multislider","85","285831","0.0-10.0-24.0","","1476671121139","1","11","89","","","0","12","9","7","5","0.8","0.8","0.8","1"
"1083","","singlestim-multislider","86","287219","0.0-10.0-9.0","","1476671121139","1","34","66","","","0","12","9","7","5","0.6","0.8","0.8","1"
"4763","","singlestim-multislider","87","292287","0.0-10.0-17.0","","1476671121139","0","78","23","","","0","12","9","7","5","0.8","0.6","0.8","1"
"1551","","singlestim-multislider","88","294144","0.0-10.0-8.0","","1476671121139","1","26","74","","","0","12","9","7","5","0.6","0.8","0.8","1"
"6806","","singlestim-multislider","89","301252","0.0-10.0-20.0","","1476671121139","0","76","24","","","0","12","9","7","5","0.8","0.6","1","1"
"17512","","singlestim-multislider","90","319071","0.0-10.0-29.0","","1476671121139","0","73","27","","","0","12","9","7","5","0.8","0.8","1","1"
"15608","","singlestim-multislider","91","334983","0.0-10.0-37.0","","1476671121139","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"6802","","singlestim-multislider","92","342089","0.0-10.0-19.0","","1476671121139","1","20","80","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7552","32","text","93","349944","0.0-11.0","","1476671121139","","","","","","","","","","","","","",""
