"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","sonaID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"34363","32","text","0","34368","0.0-0.0","","22576","1477926448370","","","","","","","","","","","","","",""
"6231","32","text","1","40902","0.0-1.0","","22576","1477926448370","","","","","","","","","","","","","",""
"1749","32","text","2","42952","0.0-2.0","","22576","1477926448370","","","","","","","","","","","","","",""
"28033","32","text","3","71286","0.0-3.0","","22576","1477926448370","","","","","","","","","","","","","",""
"21760","32","text","4","93349","0.0-4.0","","22576","1477926448370","","","","","","","","","","","","","",""
"19852","32","text","5","113504","0.0-5.0","","22576","1477926448370","","","","","","","","","","","","","",""
"28327","","singlestim-multislider","6","142142","0.0-6.0-0.0","","22576","1477926448370","0","61","39","","","","","","","","","","",""
"96234","","survey-text","7","238680","0.0-7.0","","22576","1477926448370","","","","{""Q0"":""C because the computer wouldnt have matched them if they were not giving the same response.""}","<b>INSTRUCTIONS</b> (5 of 6)<br>Consider the complete responses for these two people that were matched together below. They gave opposite answers almost every time!<br><br><table style=""border: 2px solid black; border-spacing: 0px 1px;""><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person A</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td></tr><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person B</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td></tr></table><br>According to what you just read, were these people more likely to have been matched by the computer algorithm or the professional matchmaker?<br><br> A) equally likey <br> B) computer algorithm <br> C) professional matchmaker <br><br> Please enter A, B, or C below and briefly explain your choice:","","","","","","","","",""
"10826","","survey-multi-choice","8","249809","0.0-8.0","","22576","1477926448370","","","","{""Q0"":""agree""}","","","","","","","","","",""
"33388","","singlestim-multislider","9","283502","0.0-9.0-36.0","","22576","1477926448370","0","52","48","","","1","12","9","7","5","NA","NA","NA","1"
