"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"8874","","singlestim-multislider","10","463184","0.0-9.0-32.0","","1476466327720","0","30","71","","","1","12","9","7","5","NA","NA","NA","1"
"5810","","singlestim-multislider","11","469299","0.0-9.0-26.0","","1476466327720","0","61","39","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6325","","singlestim-multislider","12","475930","0.0-9.0-35.0","","1476466327720","0","58","42","","","1","12","9","7","5","NA","NA","NA","1"
"11379","","singlestim-multislider","13","487614","0.0-9.0-12.0","","1476466327720","0","0","100","","","0","12","9","7","5","0.6","0.8","1","1"
"8505","","singlestim-multislider","14","496425","0.0-9.0-17.0","","1476466327720","0","60","40","","","0","12","9","7","5","0.8","0.6","0.8","1"
"9580","","singlestim-multislider","15","506309","0.0-9.0-20.0","","1476466327720","0","5","95","","","0","12","9","7","5","0.8","0.6","1","1"
"4979","","singlestim-multislider","16","511594","0.0-9.0-31.0","","1476466327720","0","27","73","","","0","12","9","7","5","0.8","0.8","1","1"
"3688","","singlestim-multislider","17","515586","0.0-9.0-39.0","","1476466327720","0","24","76","","","1","12","9","7","5","NA","NA","NA","1"
"6137","","singlestim-multislider","18","522030","0.0-9.0-6.0","","1476466327720","0","12","88","","","0","12","9","7","5","0.6","0.6","1","1"
"4923","","singlestim-multislider","19","527260","0.0-9.0-33.0","","1476466327720","0","29","71","","","1","12","9","7","5","NA","NA","NA","1"
"22366","","singlestim-multislider","20","549931","0.0-9.0-19.0","","1476466327720","0","30","70","","","0","12","9","7","5","0.8","0.6","0.8","1"
"6320","","singlestim-multislider","21","556557","0.0-9.0-13.0","","1476466327720","0","46","54","","","0","12","9","7","5","0.6","0.8","1","1"
"4993","","singlestim-multislider","22","561856","0.0-9.0-29.0","","1476466327720","0","37","63","","","0","12","9","7","5","0.8","0.8","1","1"
"3762","","singlestim-multislider","23","565922","0.0-9.0-38.0","","1476466327720","0","69","31","","","1","12","9","7","5","NA","NA","NA","1"
"3683","","singlestim-multislider","24","569910","0.0-9.0-7.0","","1476466327720","0","15","85","","","0","12","9","7","5","0.6","0.6","1","1"
"6787","","singlestim-multislider","25","577001","0.0-9.0-34.0","","1476466327720","0","62","38","","","1","12","9","7","5","NA","NA","NA","1"
"5734","","singlestim-multislider","26","583039","0.0-9.0-27.0","","1476466327720","0","50","51","","","0","12","9","7","5","0.8","0.8","0.8","1"
"5807","","singlestim-multislider","27","589151","0.0-9.0-5.0","","1476466327720","0","45","55","","","0","12","9","7","5","0.6","0.6","1","1"
"4975","","singlestim-multislider","28","594432","0.0-9.0-25.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.8","0.8","0.8","1"
"7038","","singlestim-multislider","29","601775","0.0-9.0-11.0","","1476466327720","0","46","54","","","0","12","9","7","5","0.6","0.8","0.8","1"
"5883","","singlestim-multislider","30","607964","0.0-9.0-30.0","","1476466327720","0","44","57","","","0","12","9","7","5","0.8","0.8","1","1"
"8210","","singlestim-multislider","31","616479","0.0-9.0-3.0","","1476466327720","0","25","75","","","0","12","9","7","5","0.6","0.6","0.8","1"
"6815","","singlestim-multislider","32","623599","0.0-9.0-21.0","","1476466327720","0","44","56","","","0","12","9","7","5","0.8","0.6","1","1"
"3832","","singlestim-multislider","33","627736","0.0-9.0-28.0","","1476466327720","0","18","82","","","0","12","9","7","5","0.8","0.8","1","1"
"3606","","singlestim-multislider","34","631647","0.0-9.0-9.0","","1476466327720","0","60","40","","","0","12","9","7","5","0.6","0.8","0.8","1"
"3306","","singlestim-multislider","35","635257","0.0-9.0-24.0","","1476466327720","0","26","74","","","0","12","9","7","5","0.8","0.8","0.8","1"
"7168","","singlestim-multislider","36","642729","0.0-9.0-16.0","","1476466327720","0","44","56","","","0","12","9","7","5","0.8","0.6","0.8","1"
"5150","","singlestim-multislider","37","648184","0.0-9.0-2.0","","1476466327720","0","30","70","","","0","12","9","7","5","0.6","0.6","0.8","1"
"8296","","singlestim-multislider","38","656784","0.0-9.0-18.0","","1476466327720","0","27","73","","","0","12","9","7","5","0.8","0.6","0.8","1"
"4666","","singlestim-multislider","39","661753","0.0-9.0-37.0","","1476466327720","0","67","33","","","1","12","9","7","5","NA","NA","NA","1"
"5919","","singlestim-multislider","40","667975","0.0-9.0-10.0","","1476466327720","0","56","44","","","0","12","9","7","5","0.6","0.8","0.8","1"
"61621","","singlestim-multislider","41","729901","0.0-9.0-0.0","","1476466327720","0","37","63","","","0","12","9","7","5","0.6","0.6","0.8","1"
"2480","","singlestim-multislider","42","732685","0.0-9.0-1.0","","1476466327720","0","62","38","","","0","12","9","7","5","0.6","0.6","0.8","1"
"6721","","singlestim-multislider","43","739711","0.0-9.0-14.0","","1476466327720","0","41","59","","","0","12","9","7","5","0.6","0.8","1","1"
"8651","","singlestim-multislider","44","748674","0.0-9.0-4.0","","1476466327720","0","31","69","","","0","12","9","7","5","0.6","0.6","1","1"
"4294","","singlestim-multislider","45","753272","0.0-9.0-22.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.8","0.6","1","1"
"2878","","singlestim-multislider","46","756454","0.0-9.0-23.0","","1476466327720","0","32","68","","","0","12","9","7","5","0.8","0.6","1","1"
"4405","","singlestim-multislider","47","761165","0.0-9.0-36.0","","1476466327720","0","56","44","","","1","12","9","7","5","NA","NA","NA","1"
"3907","","singlestim-multislider","48","765376","0.0-9.0-8.0","","1476466327720","0","23","77","","","0","12","9","7","5","0.6","0.8","0.8","1"
"3133","","singlestim-multislider","49","768813","0.0-9.0-40.0","","1476466327720","0","57","43","","","1","12","9","7","5","NA","NA","NA","1"
"3348","","singlestim-multislider","50","772465","0.0-9.0-15.0","","1476466327720","0","26","74","","","0","12","9","7","5","0.6","0.8","1","1"
"2499","","singlestim-multislider","51","775267","0.0-10.0-23.0","","1476466327720","0","30","70","","","0","12","9","7","5","0.8","0.6","1","1"
"3591","","singlestim-multislider","52","779163","0.0-10.0-11.0","","1476466327720","0","46","54","","","0","12","9","7","5","0.6","0.8","0.8","1"
"3533","","singlestim-multislider","53","782999","0.0-10.0-12.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.6","0.8","1","1"
"5170","","singlestim-multislider","54","788474","0.0-10.0-37.0","","1476466327720","0","78","22","","","1","12","9","7","5","NA","NA","NA","1"
"3319","","singlestim-multislider","55","792098","0.0-10.0-0.0","","1476466327720","0","25","75","","","0","12","9","7","5","0.6","0.6","0.8","1"
"10096","","singlestim-multislider","56","802498","0.0-10.0-6.0","","1476466327720","0","38","62","","","0","12","9","7","5","0.6","0.6","1","1"
"4600","","singlestim-multislider","57","807403","0.0-10.0-16.0","","1476466327720","0","17","83","","","0","12","9","7","5","0.8","0.6","0.8","1"
"3960","","singlestim-multislider","58","811668","0.0-10.0-21.0","","1476466327720","0","84","16","","","0","12","9","7","5","0.8","0.6","1","1"
"4333","","singlestim-multislider","59","816307","0.0-10.0-28.0","","1476466327720","0","22","78","","","0","12","9","7","5","0.8","0.8","1","1"
"65061","","singlestim-multislider","60","881672","0.0-10.0-10.0","","1476466327720","0","27","73","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2525","","singlestim-multislider","61","884502","0.0-10.0-8.0","","1476466327720","0","22","78","","","0","12","9","7","5","0.6","0.8","0.8","1"
"2954","","singlestim-multislider","62","887760","0.0-10.0-25.0","","1476466327720","0","64","36","","","0","12","9","7","5","0.8","0.8","0.8","1"
"3152","","singlestim-multislider","63","891216","0.0-10.0-41.0","","1476466327720","0","67","33","","","1","12","9","7","5","NA","NA","NA","1"
"4680","","singlestim-multislider","64","896201","0.0-10.0-35.0","","1476466327720","0","67","33","","","1","12","9","7","5","NA","NA","NA","1"
"4369","","singlestim-multislider","65","900875","0.0-10.0-2.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.6","0.6","0.8","1"
"3965","","singlestim-multislider","66","905146","0.0-10.0-18.0","","1476466327720","0","24","76","","","0","12","9","7","5","0.8","0.6","0.8","1"
"2984","","singlestim-multislider","67","908435","0.0-10.0-39.0","","1476466327720","0","32","68","","","1","12","9","7","5","NA","NA","NA","1"
"3749","","singlestim-multislider","68","912487","0.0-10.0-40.0","","1476466327720","0","57","43","","","1","12","9","7","5","NA","NA","NA","1"
"6570","","singlestim-multislider","69","919361","0.0-10.0-22.0","","1476466327720","0","27","73","","","0","12","9","7","5","0.8","0.6","1","1"
"4051","","singlestim-multislider","70","923718","0.0-10.0-14.0","","1476466327720","0","20","80","","","0","12","9","7","5","0.6","0.8","1","1"
"3415","","singlestim-multislider","71","927438","0.0-10.0-38.0","","1476466327720","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"4701","","singlestim-multislider","72","932445","0.0-10.0-33.0","","1476466327720","0","33","67","","","1","12","9","7","5","NA","NA","NA","1"
"5448","","singlestim-multislider","73","938200","0.0-10.0-5.0","","1476466327720","0","28","72","","","0","12","9","7","5","0.6","0.6","1","1"
"3853","","singlestim-multislider","74","942359","0.0-10.0-36.0","","1476466327720","0","66","34","","","1","12","9","7","5","NA","NA","NA","1"
"5313","","singlestim-multislider","75","947977","0.0-10.0-15.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.6","0.8","1","1"
"4936","","singlestim-multislider","76","953217","0.0-10.0-3.0","","1476466327720","0","40","60","","","0","12","9","7","5","0.6","0.6","0.8","1"
"7997","","singlestim-multislider","77","961519","0.0-10.0-20.0","","1476466327720","0","33","68","","","0","12","9","7","5","0.8","0.6","1","1"
"5125","","singlestim-multislider","78","966949","0.0-10.0-27.0","","1476466327720","0","56","44","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6421","","singlestim-multislider","79","973675","0.0-10.0-13.0","","1476466327720","0","35","65","","","0","12","9","7","5","0.6","0.8","1","1"
"4511","","singlestim-multislider","80","978492","0.0-10.0-26.0","","1476466327720","0","45","55","","","0","12","9","7","5","0.8","0.8","0.8","1"
"2813","","singlestim-multislider","81","981610","0.0-10.0-7.0","","1476466327720","0","23","77","","","0","12","9","7","5","0.6","0.6","1","1"
"4599","","singlestim-multislider","82","986513","0.0-10.0-31.0","","1476466327720","0","6","94","","","0","12","9","7","5","0.8","0.8","1","1"
"4132","","singlestim-multislider","83","990951","0.0-10.0-24.0","","1476466327720","0","23","77","","","0","12","9","7","5","0.8","0.8","0.8","1"
"4380","","singlestim-multislider","84","995635","0.0-10.0-34.0","","1476466327720","0","62","38","","","1","12","9","7","5","NA","NA","NA","1"
"9532","","singlestim-multislider","85","1005471","0.0-10.0-19.0","","1476466327720","0","21","79","","","0","12","9","7","5","0.8","0.6","0.8","1"
"13564","","singlestim-multislider","86","1019339","0.0-10.0-4.0","","1476466327720","0","27","73","","","0","12","9","7","5","0.6","0.6","1","1"
"28964","","singlestim-multislider","87","1048606","0.0-10.0-9.0","","1476466327720","0","69","31","","","0","12","9","7","5","0.6","0.8","0.8","1"
"4644","","singlestim-multislider","88","1053554","0.0-10.0-30.0","","1476466327720","0","29","71","","","0","12","9","7","5","0.8","0.8","1","1"
"3094","","singlestim-multislider","89","1056953","0.0-10.0-32.0","","1476466327720","0","70","30","","","1","12","9","7","5","NA","NA","NA","1"
"5025","","singlestim-multislider","90","1062283","0.0-10.0-17.0","","1476466327720","0","58","43","","","0","12","9","7","5","0.8","0.6","0.8","1"
"7007","","singlestim-multislider","91","1069595","0.0-10.0-29.0","","1476466327720","0","24","76","","","0","12","9","7","5","0.8","0.8","1","1"
"3789","","singlestim-multislider","92","1073687","0.0-10.0-1.0","","1476466327720","0","23","77","","","0","12","9","7","5","0.6","0.6","0.8","1"
"7823","32","text","93","1081813","0.0-11.0","","1476466327720","","","","","","","","","","","","","",""
