"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","turkID","ExpEndTime","lastInput","responseA","responseB","responses","questions","randomized","N","nA","nB","nAB","pA","pB","pAB","anchored"
"2842","32","text","0","2845","0.0-0.0","","1476493413201","","","","","","","","","","","","","",""
"4403","32","text","1","7556","0.0-1.0","","1476493413201","","","","","","","","","","","","","",""
"5040","32","text","2","12898","0.0-2.0","","1476493413201","","","","","","","","","","","","","",""
"36559","32","text","3","49761","0.0-3.0","","1476493413201","","","","","","","","","","","","","",""
"31824","32","text","4","81888","0.0-4.0","","1476493413201","","","","","","","","","","","","","",""
"61691","32","text","5","143881","0.0-5.0","","1476493413201","","","","","","","","","","","","","",""
"22541","","singlestim-multislider","6","166745","0.0-6.0-0.0","","1476493413201","0","75","26","","","","","","","","","","",""
"40301","","survey-text","7","207353","0.0-7.0","","1476493413201","","","","{""Q0"":""B The Algorithm would match them based on \""opposites attract\""""}","<b>INSTRUCTIONS</b> (5 of 6)<br>Consider the complete responses for these two people that were matched together below. They gave opposite answers almost every time!<br><br><table style=""border: 2px solid black; border-spacing: 0px 1px;""><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person A</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td></tr><tr><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: italic;"">Single Person B</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">1</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td><td style=""border: 1px solid black; padding: 0px 10px; min-width: 10px; font-style: normal;"">0</td></tr></table><br>According to what you just read, were these people more likely to have been matched by the computer algorithm or the professional matchmaker?<br><br> A) equally likey <br> B) computer algorithm <br> C) professional matchmaker <br><br> Please enter A, B, or C below and briefly explain your choice:","","","","","","","","",""
"4143","","survey-multi-choice","8","211805","0.0-8.0","","1476493413201","","","","{""Q0"":""agree""}","","","","","","","","","",""
"10034","","singlestim-multislider","9","222148","0.0-9.0-0.0","","1476493413201","1","16","84","","","0","12","9","7","5","0.6","0.6","0.8","1"
"12948","","singlestim-multislider","10","235401","0.0-9.0-24.0","","1476493413201","1","16","84","","","0","12","9","7","5","0.8","0.8","0.8","1"
"22002","","singlestim-multislider","11","257713","0.0-9.0-10.0","","1476493413201","","50","50","","","0","12","9","7","5","0.6","0.8","0.8","1"
"7962","","singlestim-multislider","12","265979","0.0-9.0-28.0","","1476493413201","1","13","87","","","0","12","9","7","5","0.8","0.8","1","1"
"19766","","singlestim-multislider","13","286049","0.0-9.0-26.0","","1476493413201","1","23","77","","","0","12","9","7","5","0.8","0.8","0.8","1"
"9448","","singlestim-multislider","14","295802","0.0-9.0-22.0","","1476493413201","0","63","37","","","0","12","9","7","5","0.8","0.6","1","1"
"7931","","singlestim-multislider","15","304038","0.0-9.0-12.0","","1476493413201","0","75","25","","","0","12","9","7","5","0.6","0.8","1","1"
"5792","","singlestim-multislider","16","310135","0.0-9.0-39.0","","1476493413201","0","72","29","","","1","12","9","7","5","NA","NA","NA","1"
"6913","","singlestim-multislider","17","317357","0.0-9.0-6.0","","1476493413201","1","24","76","","","0","12","9","7","5","0.6","0.6","1","1"
"22513","","singlestim-multislider","18","340178","0.0-9.0-15.0","","1476493413201","0","53","47","","","0","12","9","7","5","0.6","0.8","1","1"
"7798","","singlestim-multislider","19","348282","0.0-9.0-11.0","","1476493413201","0","61","39","","","0","12","9","7","5","0.6","0.8","0.8","1"
"16535","","singlestim-multislider","20","365121","0.0-9.0-35.0","","1476493413201","1","25","75","","","1","12","9","7","5","NA","NA","NA","1"
"10217","","singlestim-multislider","21","375642","0.0-9.0-41.0","","1476493413201","1","37","63","","","1","12","9","7","5","NA","NA","NA","1"
"5577","","singlestim-multislider","22","381527","0.0-9.0-25.0","","1476493413201","0","79","21","","","0","12","9","7","5","0.8","0.8","0.8","1"
"6247","","singlestim-multislider","23","388081","0.0-9.0-30.0","","1476493413201","1","31","69","","","0","12","9","7","5","0.8","0.8","1","1"
"6493","","singlestim-multislider","24","394881","0.0-9.0-5.0","","1476493413201","0","70","30","","","0","12","9","7","5","0.6","0.6","1","1"
"6023","","singlestim-multislider","25","401208","0.0-9.0-7.0","","1476493413201","0","79","21","","","0","12","9","7","5","0.6","0.6","1","1"
"16063","","singlestim-multislider","26","417575","0.0-9.0-38.0","","1476493413201","0","52","48","","","1","12","9","7","5","NA","NA","NA","1"
"9627","","singlestim-multislider","27","427509","0.0-9.0-18.0","","1476493413201","0","56","44","","","0","12","9","7","5","0.8","0.6","0.8","1"
